# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 8625147750795
#
# Children      Self  Command          Shared Object               Symbol                                                                                                                                                                     
# ........  ........  ...............  ..........................  ...........................................................................................................................................................................
#
     0.00%     0.00%  kworker/7:2      [kernel.kallsyms]           [k] ext4_find_extent
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d92ecf
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000b87250
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d195cc
     0.00%     0.00%  kworker/24:4     [kernel.kallsyms]           [k] check_preempt_wakeup
     0.00%     0.00%  kworker/29:1H-k  [kernel.kallsyms]           [k] update_curr
     0.00%     0.00%  kworker/29:1H-k  [kernel.kallsyms]           [k] dequeue_entity
     0.00%     0.00%  kworker/26:0     [kernel.kallsyms]           [k] __list_add_valid
     0.00%     0.00%  kworker/6:0      [kernel.kallsyms]           [k] __list_del_entry_valid
     0.00%     0.00%  kworker/24:2-di  [kernel.kallsyms]           [k] migrate_task_rq_fair
     0.00%     0.00%  kworker/24:2-di  [kernel.kallsyms]           [k] remove_entity_load_avg
     0.00%     0.00%  kworker/24:2-di  [kernel.kallsyms]           [k] set_task_cpu
     0.00%     0.00%  dnf              libpython3.6m.so.1.0        [.] PyUnicode_FromWideChar
     0.00%     0.00%  mariadbd         [kernel.kallsyms]           [k] kernel_init_free_pages.part.0
     0.00%     0.00%  kworker/26:3     [kernel.kallsyms]           [k] _raw_spin_lock_irq
     0.00%     0.00%  kworker/29:4     [kernel.kallsyms]           [k] update_cfs_rq_h_load
     0.00%     0.00%  kworker/29:4     [kernel.kallsyms]           [k] wake_affine
     0.00%     0.00%  kworker/29:4     [kernel.kallsyms]           [k] wake_affine_weight
     0.00%     0.00%  kworker/21:2-di  [kernel.kallsyms]           [k] rcu_read_unlock_strict
     0.00%     0.00%  kworker/28:1H-k  [kernel.kallsyms]           [k] blk_mq_do_dispatch_ctx
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ca5acb
     0.00%     0.00%  kworker/6:0      [kernel.kallsyms]           [k] kthread_is_per_cpu
     0.00%     0.00%  kworker/6:0      [kernel.kallsyms]           [k] can_migrate_task
     0.00%     0.00%  kworker/6:0      [kernel.kallsyms]           [k] detach_tasks
     0.00%     0.00%  kworker/6:0      [kernel.kallsyms]           [k] load_balance
     0.00%     0.00%  kworker/6:0      [kernel.kallsyms]           [k] newidle_balance
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d8e3a0
     0.00%     0.00%  kworker/0:1      [kernel.kallsyms]           [k] ext4_can_extents_be_merged.constprop.0
     0.00%     0.00%  kworker/0:1      [kernel.kallsyms]           [k] ext4_convert_unwritten_extents
     0.00%     0.00%  kworker/0:1      [kernel.kallsyms]           [k] ext4_convert_unwritten_extents_endio
     0.00%     0.00%  kworker/0:1      [kernel.kallsyms]           [k] ext4_dio_write_end_io
     0.00%     0.00%  kworker/0:1      [kernel.kallsyms]           [k] ext4_ext_handle_unwritten_extents
     0.00%     0.00%  kworker/0:1      [kernel.kallsyms]           [k] ext4_ext_map_blocks
     0.00%     0.00%  kworker/0:1      [kernel.kallsyms]           [k] ext4_ext_try_to_merge
     0.00%     0.00%  kworker/0:1      [kernel.kallsyms]           [k] ext4_ext_try_to_merge_right
     0.00%     0.00%  kworker/0:1      [kernel.kallsyms]           [k] ext4_map_blocks
     0.00%     0.00%  kworker/14:1     [kernel.kallsyms]           [k] __ext4_get_inode_loc
     0.00%     0.00%  kworker/14:1     [kernel.kallsyms]           [k] __find_get_block
     0.00%     0.00%  kworker/14:1     [kernel.kallsyms]           [k] __getblk_gfp
     0.00%     0.00%  kworker/14:1     [kernel.kallsyms]           [k] ext4_get_inode_loc
     0.00%     0.00%  kworker/14:1     [kernel.kallsyms]           [k] ext4_reserve_inode_write
     0.00%     0.00%  kworker/14:1     [kernel.kallsyms]           [k] lookup_bh_lru
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c9dc5c
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c4821b
     0.00%     0.00%  kworker/12:0-di  [kernel.kallsyms]           [k] __ext4_journal_stop
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000a49127
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZN3THD18to_ident_sys_allocEP16Lex_ident_sys_stPK16Lex_ident_cli_st
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000b88dd7
     0.00%     0.00%  kworker/20:1     [kernel.kallsyms]           [k] pick_next_entity
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d810d0
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d19568
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ee57c3
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ee8190
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000da1b42
     0.00%     0.00%  kworker/20:1-di  [kernel.kallsyms]           [k] strnlen
     0.00%     0.00%  kworker/23:1H-k  [kernel.kallsyms]           [k] __update_load_avg_cfs_rq
     0.00%     0.00%  kworker/15:3     [kernel.kallsyms]           [k] smp_call_function_many_cond
     0.00%     0.00%  kworker/15:3     [kernel.kallsyms]           [k] arch_jump_label_transform_apply
     0.00%     0.00%  kworker/15:3     [kernel.kallsyms]           [k] on_each_cpu_cond_mask
     0.00%     0.00%  kworker/15:3     [kernel.kallsyms]           [k] static_key_disable
     0.00%     0.00%  kworker/15:3     [kernel.kallsyms]           [k] static_key_disable_cpuslocked
     0.00%     0.00%  kworker/15:3     [kernel.kallsyms]           [k] text_poke_bp_batch
     0.00%     0.00%  kworker/15:3     [kernel.kallsyms]           [k] text_poke_finish
     0.00%     0.00%  kworker/5:6      [kernel.kallsyms]           [k] kthread_data
     0.00%     0.00%  kworker/5:6      [kernel.kallsyms]           [k] wq_worker_running
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c2cf2e
     0.00%     0.00%  kworker/4:4      [kernel.kallsyms]           [k] check_preempt_wakeup
     0.00%     0.00%  tclsh8.6         libmariadb.so.3             [.] 0x0000000000017b9d
     0.00%     0.00%  kworker/28:1     [kernel.kallsyms]           [k] crc_117
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d7c5a8
     0.00%     0.00%  top              [kernel.kallsyms]           [k] kmem_cache_alloc_trace
     0.00%     0.00%  kworker/27:3-di  [kernel.kallsyms]           [k] refresh_cpu_vm_stats
     0.00%     0.00%  kworker/27:3-di  [kernel.kallsyms]           [k] vmstat_update
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZN8Item_sum19init_sum_func_checkEP3THD
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZN9Item_func9transformEP3THDM4ItemFPS2_S1_PhES4_
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ca748f
     0.00%     0.00%  crond            [kernel.kallsyms]           [k] inode_permission.part.0
     0.00%     0.00%  crond            [kernel.kallsyms]           [k] __do_sys_newstat
     0.00%     0.00%  crond            [kernel.kallsyms]           [k] filename_lookup
     0.00%     0.00%  crond            [kernel.kallsyms]           [k] link_path_walk.part.0
     0.00%     0.00%  crond            [kernel.kallsyms]           [k] path_lookupat
     0.00%     0.00%  crond            [kernel.kallsyms]           [k] vfs_statx
     0.00%     0.00%  mariadbd         libpthread-2.28.so          [.] __deallocate_stack
     0.00%     0.00%  kworker/31:1     [kernel.kallsyms]           [k] _raw_spin_lock_irq
     0.00%     0.00%  kworker/6:1-dio  [kernel.kallsyms]           [k] restore_regs_and_return_to_kernel
     0.00%     0.00%  kworker/6:1-dio  [kernel.kallsyms]           [k] crypto_shash_update
     0.00%     0.00%  kworker/28:1     [kernel.kallsyms]           [k] select_idle_core
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d1149d
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000da21c2
     0.00%     0.00%  kworker/26:0     [kernel.kallsyms]           [k] __ext4_get_inode_loc
     0.00%     0.00%  kworker/26:0     [kernel.kallsyms]           [k] __ext4_mark_inode_dirty
     0.00%     0.00%  kworker/26:0     [kernel.kallsyms]           [k] ext4_convert_unwritten_extents
     0.00%     0.00%  kworker/26:0     [kernel.kallsyms]           [k] ext4_get_inode_loc
     0.00%     0.00%  kworker/26:0     [kernel.kallsyms]           [k] ext4_reserve_inode_write
     0.00%     0.00%  kworker/4:4      [kernel.kallsyms]           [k] ext4_inode_block_valid
     0.00%     0.00%  kworker/4:4      [kernel.kallsyms]           [k] __check_block_validity.constprop.0
     0.00%     0.00%  kworker/8:0-dio  [kernel.kallsyms]           [k] rb_insert_color
     0.00%     0.00%  kworker/8:0-dio  [kernel.kallsyms]           [k] __es_insert_extent
     0.00%     0.00%  kworker/8:0-dio  [kernel.kallsyms]           [k] ext4_es_insert_extent
     0.00%     0.00%  kworker/5:1H-kb  [kernel.kallsyms]           [k] nvme_setup_cmd
     0.00%     0.00%  kworker/5:1H-kb  [kernel.kallsyms]           [k] __blk_mq_delay_run_hw_queue
     0.00%     0.00%  kworker/5:1H-kb  [kernel.kallsyms]           [k] __blk_mq_run_hw_queue
     0.00%     0.00%  kworker/5:1H-kb  [kernel.kallsyms]           [k] __blk_mq_sched_dispatch_requests
     0.00%     0.00%  kworker/5:1H-kb  [kernel.kallsyms]           [k] blk_mq_dispatch_rq_list
     0.00%     0.00%  kworker/5:1H-kb  [kernel.kallsyms]           [k] blk_mq_sched_dispatch_requests
     0.00%     0.00%  kworker/5:1H-kb  [kernel.kallsyms]           [k] nvme_queue_rq
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZN13Explain_query8add_nodeEP12Explain_node
     0.00%     0.00%  kworker/24:4     [kernel.kallsyms]           [k] __bitmap_andnot
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d9383b
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c83373
     0.00%     0.00%  kworker/11:5     [kernel.kallsyms]           [k] crc_119
     0.00%     0.00%  kworker/11:5     [kernel.kallsyms]           [k] __ext4_ext_dirty
     0.00%     0.00%  kworker/11:5     [kernel.kallsyms]           [k] crc32c_pcl_intel_update
     0.00%     0.00%  kworker/11:5     [kernel.kallsyms]           [k] ext4_extent_block_csum_set
     0.00%     0.00%  tclsh8.6         libmariadb.so.3             [.] 0x000000000001b126
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d39c56
     0.00%     0.00%  kworker/5:7      [kernel.kallsyms]           [k] __update_load_avg_se
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000cacf65
     0.00%     0.00%  kworker/15:3     [kernel.kallsyms]           [k] irq_fpu_usable
     0.00%     0.00%  kworker/15:3     [kernel.kallsyms]           [k] __ext4_ext_dirty
     0.00%     0.00%  kworker/15:3     [kernel.kallsyms]           [k] ext4_ext_handle_unwritten_extents
     0.00%     0.00%  kworker/15:3     [kernel.kallsyms]           [k] ext4_ext_map_blocks
     0.00%     0.00%  kworker/15:3     [kernel.kallsyms]           [k] ext4_extent_block_csum_set
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000cd056e
     0.00%     0.00%  tclsh8.6         libmariadb.so.3             [.] 0x0000000000020db7
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x00000000006a5855
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000b99907
     0.00%     0.00%  kworker/31:1     [kernel.kallsyms]           [k] native_sched_clock
     0.00%     0.00%  kworker/31:1     [kernel.kallsyms]           [k] __irq_exit_rcu
     0.00%     0.00%  kworker/31:1     [kernel.kallsyms]           [k] __softirqentry_text_start
     0.00%     0.00%  kworker/31:1     [kernel.kallsyms]           [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  kworker/31:1     [kernel.kallsyms]           [k] finish_task_switch.isra.0
     0.00%     0.00%  kworker/31:1     [kernel.kallsyms]           [k] run_rebalance_domains
     0.00%     0.00%  kworker/31:1     [kernel.kallsyms]           [k] sched_clock_cpu
     0.00%     0.00%  kworker/31:1     [kernel.kallsyms]           [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  kworker/31:1     [kernel.kallsyms]           [k] update_blocked_averages
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d6191a
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ca8247
     0.00%     0.00%  kworker/3:2-mm_  [kernel.kallsyms]           [k] reweight_entity
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZN18Json_writer_objectC2EP3THDPKc
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ccf5a1
     0.00%     0.00%  kworker/24:4     [kernel.kallsyms]           [k] __update_load_avg_se
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d9ba7e
     0.00%     0.00%  kworker/1:1      [kernel.kallsyms]           [k] should_failslab
     0.00%     0.00%  kworker/22:1     [kernel.kallsyms]           [k] update_cfs_group
     0.00%     0.00%  kworker/5:6      [kernel.kallsyms]           [k] add_interrupt_randomness
     0.00%     0.00%  kworker/5:6      [kernel.kallsyms]           [k] __common_interrupt
     0.00%     0.00%  kworker/5:6      [kernel.kallsyms]           [k] asm_common_interrupt
     0.00%     0.00%  kworker/5:6      [kernel.kallsyms]           [k] common_interrupt
     0.00%     0.00%  kworker/5:6      [kernel.kallsyms]           [k] handle_edge_irq
     0.00%     0.00%  kworker/5:6      [kernel.kallsyms]           [k] handle_irq_event
     0.00%     0.00%  kworker/u64:35-  [kernel.kallsyms]           [k] mem_cgroup_css_rstat_flush
     0.00%     0.00%  kworker/u64:35-  [kernel.kallsyms]           [k] cgroup_rstat_flush_irqsafe
     0.00%     0.00%  kworker/u64:35-  [kernel.kallsyms]           [k] cgroup_rstat_flush_locked
     0.00%     0.00%  kworker/8:2      [kernel.kallsyms]           [k] __update_load_avg_cfs_rq
     0.00%     0.00%  kworker/8:2      [kernel.kallsyms]           [k] dequeue_entity
     0.00%     0.00%  kworker/8:2      [kernel.kallsyms]           [k] dequeue_task_fair
     0.00%     0.00%  kworker/8:2      [kernel.kallsyms]           [k] update_load_avg
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ca0d7f
     0.00%     0.00%  swapper          [kernel.kallsyms]           [k] wake_q_add
     0.00%     0.00%  kworker/19:5     [kernel.kallsyms]           [k] sched_clock_cpu
     0.00%     0.00%  kworker/19:5     [kernel.kallsyms]           [k] irqtime_account_irq
     0.00%     0.00%  kworker/23:2-di  [kernel.kallsyms]           [k] remove_entity_load_avg
     0.00%     0.00%  dnf              [kernel.kallsyms]           [k] syscall_return_via_sysret
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c47ceb
     0.00%     0.00%  kworker/20:1-di  [kernel.kallsyms]           [k] put_prev_entity
     0.00%     0.00%  top              libprocps.so.7.1.0          [.] 0x0000000000008973
     0.00%     0.00%  kworker/0:2      [kernel.kallsyms]           [k] kfree
     0.00%     0.00%  top              [kernel.kallsyms]           [k] change_pte_range
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d1bfa1
     0.00%     0.00%  kworker/30:1-di  [kernel.kallsyms]           [k] is_cpu_allowed
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d7060c
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000740a53
     0.00%     0.00%  kworker/6:1-dio  [kernel.kallsyms]           [k] native_queued_spin_lock_slowpath.part.0
     0.00%     0.00%  kworker/6:1-dio  [kernel.kallsyms]           [k] __task_rq_lock
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c33103
     0.00%     0.00%  kworker/23:2-di  [kernel.kallsyms]           [k] cpus_share_cache
     0.00%     0.00%  kworker/30:1-di  [kernel.kallsyms]           [k] rb_next
     0.00%     0.00%  kworker/30:1-di  [kernel.kallsyms]           [k] __es_remove_extent
     0.00%     0.00%  kworker/30:1-di  [kernel.kallsyms]           [k] ext4_es_insert_extent
     0.00%     0.00%  kworker/6:1-dio  [kernel.kallsyms]           [k] next_online_pgdat
     0.00%     0.00%  kworker/6:1-dio  [kernel.kallsyms]           [k] refresh_cpu_vm_stats
     0.00%     0.00%  kworker/6:1-dio  [kernel.kallsyms]           [k] vmstat_update
     0.00%     0.00%  kworker/17:1     [kernel.kallsyms]           [k] set_next_entity
     0.00%     0.00%  top              [kernel.kallsyms]           [k] vsnprintf
     0.00%     0.00%  top              [kernel.kallsyms]           [k] meminfo_proc_show
     0.00%     0.00%  top              [kernel.kallsyms]           [k] proc_reg_read_iter
     0.00%     0.00%  top              [kernel.kallsyms]           [k] seq_printf
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d29791
     0.00%     0.00%  kworker/14:1H-k  [kernel.kallsyms]           [k] wq_worker_running
     0.00%     0.00%  dnf              libcrypto.so.1.1.1g         [.] 0x00000000001dbcd0
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x00000000007b5cd6
     0.00%     0.00%  kworker/15:3     [kernel.kallsyms]           [k] strscpy
     0.00%     0.00%  kworker/1:0      [kernel.kallsyms]           [k] __switch_to_asm
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ccd261
     0.00%     0.00%  dnf              [kernel.kallsyms]           [k] irq_work_run_list
     0.00%     0.00%  kworker/15:3     [kernel.kallsyms]           [k] ext4_inode_block_valid
     0.00%     0.00%  kworker/15:3     [kernel.kallsyms]           [k] __check_block_validity.constprop.0
     0.00%     0.00%  kworker/14:2-ev  [kernel.kallsyms]           [k] worker_enter_idle
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d0d2b3
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c47d17
     0.00%     0.00%  kworker/25:0     [kernel.kallsyms]           [k] sched_clock_cpu
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ca5107
     0.00%     0.00%  dnf              [kernel.kallsyms]           [k] ___slab_alloc
     0.00%     0.00%  dnf              [kernel.kallsyms]           [k] __x64_sys_fgetxattr
     0.00%     0.00%  dnf              [kernel.kallsyms]           [k] allocate_slab
     0.00%     0.00%  dnf              [kernel.kallsyms]           [k] ext4_xattr_block_get
     0.00%     0.00%  dnf              [kernel.kallsyms]           [k] ext4_xattr_get
     0.00%     0.00%  dnf              [kernel.kallsyms]           [k] getxattr
     0.00%     0.00%  dnf              [kernel.kallsyms]           [k] mb_cache_entry_create
     0.00%     0.00%  dnf              [kernel.kallsyms]           [k] vfs_getxattr
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x00000000007b9b81
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c9f90c
     0.00%     0.00%  kworker/15:3     [kernel.kallsyms]           [k] __list_del_entry_valid
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ccf329
     0.00%     0.00%  swapper          [kernel.kallsyms]           [k] rcu_report_qs_rnp
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ca5d5f
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ca0052
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000da16a0
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000cd08b7
     0.00%     0.00%  kworker/14:1     [kernel.kallsyms]           [k] wake_up_bit
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d70640
     0.00%     0.00%  kworker/20:0     [kernel.kallsyms]           [k] __list_add_valid
     0.00%     0.00%  kworker/22:2-ev  [kernel.kallsyms]           [k] switch_mm_irqs_off
     0.00%     0.00%  kworker/30:1-di  [kernel.kallsyms]           [k] ext4_chunk_trans_blocks
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000cd014b
     0.00%     0.00%  kworker/7:2      [kernel.kallsyms]           [k] __switch_to_asm
     0.00%     0.00%  dnf              [kernel.kallsyms]           [k] blk_mq_start_request
     0.00%     0.00%  mariadbd         mariadbd                    [.] syscall@plt
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000da03df
     0.00%     0.00%  kworker/3:0      [kernel.kallsyms]           [k] enqueue_entity
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ca52b3
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]           [k] buffer_migrate_page
     0.00%     0.00%  kworker/u64:2    [kernel.kallsyms]           [k] ext4_mb_collect_stats
     0.00%     0.00%  kworker/u64:2    [kernel.kallsyms]           [k] ext4_ext_map_blocks
     0.00%     0.00%  kworker/u64:2    [kernel.kallsyms]           [k] ext4_map_blocks
     0.00%     0.00%  kworker/u64:2    [kernel.kallsyms]           [k] ext4_mb_new_blocks
     0.00%     0.00%  kworker/u64:2    [kernel.kallsyms]           [k] ext4_mb_release_context.isra.0
     0.00%     0.00%  kworker/u64:2    [kernel.kallsyms]           [k] mpage_map_one_extent
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZN27Item_func_hybrid_field_type7val_intEv
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ee62a5
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c844e6
     0.00%     0.00%  kworker/4:2-dio  [kernel.kallsyms]           [k] worker_enter_idle
     0.00%     0.00%  kworker/4:0      [kernel.kallsyms]           [k] update_rq_clock
     0.00%     0.00%  tclsh8.6         libmariadb.so.3             [.] 0x00000000000245cf
     0.00%     0.00%  kworker/28:1     [kernel.kallsyms]           [k] send_call_function_single_ipi
     0.00%     0.00%  kworker/16:4     [kernel.kallsyms]           [k] strnlen
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZN11Item_stringD0Ev
     0.00%     0.00%  systemd          [kernel.kallsyms]           [k] alloc_skb_with_frags
     0.00%     0.00%  systemd          [kernel.kallsyms]           [k] sock_alloc_send_pskb
     0.00%     0.00%  systemd          [kernel.kallsyms]           [k] unix_stream_sendmsg
     0.00%     0.00%  tclsh8.6         libthread2.8.5.so           [.] LockArray
     0.00%     0.00%  kworker/20:2-di  [kernel.kallsyms]           [k] native_send_call_func_single_ipi
     0.00%     0.00%  kworker/20:2-di  [kernel.kallsyms]           [k] ttwu_queue_wakelist
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d9f880
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d12f7e
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d917ca
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c483b5
     0.00%     0.00%  jbd2/nvme3n1p4-  [kernel.kallsyms]           [k] crc_112
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ca7b6c
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ea8cef
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ce395c
     0.00%     0.00%  kworker/7:2      [kernel.kallsyms]           [k] memmove
     0.00%     0.00%  kworker/7:2      [kernel.kallsyms]           [k] ext4_convert_unwritten_extents_endio
     0.00%     0.00%  kworker/7:2      [kernel.kallsyms]           [k] ext4_ext_try_to_merge
     0.00%     0.00%  kworker/7:2      [kernel.kallsyms]           [k] ext4_ext_try_to_merge_right
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d19724
     0.00%     0.00%  tclsh8.6         libmariadb.so.3             [.] 0x0000000000024752
     0.00%     0.00%  kworker/16:3     [kernel.kallsyms]           [k] fput
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ccf333
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d1357b
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d3c9b3
     0.00%     0.00%  kworker/14:1     [kernel.kallsyms]           [k] strnlen
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ce29e2
     0.00%     0.00%  kworker/5:6      [kernel.kallsyms]           [k] __rdgsbase_inactive
     0.00%     0.00%  kworker/7:1-dio  [kernel.kallsyms]           [k] ktime_get
     0.00%     0.00%  kworker/7:1-dio  [kernel.kallsyms]           [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  kworker/7:1-dio  [kernel.kallsyms]           [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  kworker/7:1-dio  [kernel.kallsyms]           [k] clockevents_program_event
     0.00%     0.00%  kworker/7:1-dio  [kernel.kallsyms]           [k] hrtimer_interrupt
     0.00%     0.00%  kworker/7:1-dio  [kernel.kallsyms]           [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  kworker/12:2-di  [kernel.kallsyms]           [k] fput
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZN4JOIN4initEP3THDR4ListI4ItemEyP13select_result
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d0949e
     0.00%     0.00%  tclsh8.6         libc-2.28.so                [.] __fdelt_warn
     0.00%     0.00%  kworker/4:0      [kernel.kallsyms]           [k] rwsem_optimistic_spin
     0.00%     0.00%  kworker/4:0      [kernel.kallsyms]           [k] rwsem_down_write_slowpath
     0.00%     0.00%  kworker/16:0-di  [kernel.kallsyms]           [k] __default_send_IPI_dest_field
     0.00%     0.00%  kworker/16:0-di  [kernel.kallsyms]           [k] check_preempt_curr
     0.00%     0.00%  kworker/16:0-di  [kernel.kallsyms]           [k] default_send_IPI_single_phys
     0.00%     0.00%  kworker/16:0-di  [kernel.kallsyms]           [k] ttwu_do_wakeup
     0.00%     0.00%  kworker/28:1     [kernel.kallsyms]           [k] ext4_inode_block_valid
     0.00%     0.00%  kworker/28:1     [kernel.kallsyms]           [k] __check_block_validity.constprop.0
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZN19Materialized_cursorC2EP13select_resultP5TABLE
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZN10Item_equal14add_key_fieldsEP4JOINPP9KEY_FIELDPjyPP14SARGABLE_PARAM
     0.00%     0.00%  kworker/10:1H-k  [kernel.kallsyms]           [k] update_rq_clock
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x00000000006b8523
     0.00%     0.00%  kworker/21:1     [kernel.kallsyms]           [k] __switch_to_asm
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]           [k] wake_page_function
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]           [k] wake_up_page_bit
     0.00%     0.00%  kworker/14:2-ev  [kernel.kallsyms]           [k] wq_worker_sleeping
     0.00%     0.00%  kworker/27:3-di  [kernel.kallsyms]           [k] crc_122
     0.00%     0.00%  kworker/27:3-di  [kernel.kallsyms]           [k] __ext4_ext_dirty
     0.00%     0.00%  kworker/27:3-di  [kernel.kallsyms]           [k] crc32c_pcl_intel_update
     0.00%     0.00%  kworker/27:3-di  [kernel.kallsyms]           [k] ext4_extent_block_csum_set
     0.00%     0.00%  kworker/26:0     [kernel.kallsyms]           [k] update_curr
     0.00%     0.00%  kworker/26:0     [kernel.kallsyms]           [k] check_preempt_wakeup
     0.00%     0.00%  usb-storage      [kernel.kallsyms]           [k] usb_submit_urb
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c8ab19
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ce2f10
     0.00%     0.00%  kworker/18:0     [kernel.kallsyms]           [k] prepare_task_switch
     0.00%     0.00%  kworker/5:6      [kernel.kallsyms]           [k] crc_14
     0.00%     0.00%  kworker/5:6      [kernel.kallsyms]           [k] __ext4_ext_dirty
     0.00%     0.00%  kworker/5:6      [kernel.kallsyms]           [k] ext4_extent_block_csum_set
