# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 649K of event 'cycles'
# Event count (approx.): 23925621748801
#
# Children      Self  Command          Shared Object          Symbol                                                                
# ........  ........  ...............  .....................  ......................................................................
#
     0.01%     0.01%  memcached        memcached              [.] 0x0000000000020554
     0.01%     0.01%  swapper          [kernel.kallsyms]      [k] rcu_note_context_switch
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] ksize
     0.01%     0.00%  kswapd0          [kernel.kallsyms]      [k] perf_adjust_freq_unthr_context
     0.01%     0.01%  memtier_benchma  libevent-2.1.so.6.0.2  [.] 0x000000000001f1da
     0.01%     0.01%  memtier_benchma  libevent-2.1.so.6.0.2  [.] 0x000000000001edd8
     0.01%     0.01%  swapper          [kernel.kallsyms]      [k] rcu_eqs_exit.constprop.0
     0.01%     0.01%  memtier_benchma  [vdso]                 [.] 0x0000000000000a81
     0.01%     0.00%  kswapd0          [kernel.kallsyms]      [k] __activate_page.part.0
     0.01%     0.01%  memcached        memcached              [.] 0x000000000001d01f
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] vmacache_find
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] zswap_frontswap_store
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] offset_to_swap_extent
     0.01%     0.01%  memcached        memcached              [.] 0x0000000000016eaa
     0.01%     0.00%  memcached        [kernel.kallsyms]      [k] rcu_core
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] __update_blocked_fair
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] blk_queue_exit
     0.01%     0.01%  swapper          [kernel.kallsyms]      [k] arch_scale_freq_tick
     0.01%     0.01%  swapper          [kernel.kallsyms]      [k] error_entry
     0.01%     0.01%  memcached        memcached              [.] 0x0000000000013384
     0.01%     0.00%  perf             [kernel.kallsyms]      [k] do_syscall_64
     0.01%     0.00%  perf             [kernel.kallsyms]      [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] security_socket_recvmsg
     0.01%     0.01%  memtier_benchma  memtier_benchmark      [.] _ZN9run_stats13update_get_opEP7timevaljjjj
     0.01%     0.01%  memtier_benchma  libc-2.28.so           [.] _IO_default_xsputn
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] kthread_blkcg
     0.01%     0.01%  swapper          [kernel.kallsyms]      [k] native_apic_mem_write
     0.01%     0.01%  memcached        memcached              [.] 0x00000000000093cf
     0.01%     0.01%  swapper          [kernel.kallsyms]      [k] rcu_nmi_exit
     0.01%     0.01%  memtier_benchma  libevent-2.1.so.6.0.2  [.] 0x000000000002f8a6
     0.01%     0.01%  swapper          [kernel.kallsyms]      [k] update_rq_clock
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] __x64_sys_sendmsg
     0.01%     0.01%  memcached        memcached              [.] 0x00000000000098c7
     0.01%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] skb_free_head
     0.01%     0.01%  memtier_benchma  libevent-2.1.so.6.0.2  [.] bufferevent_run_writecb_
     0.01%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] error_entry
     0.01%     0.01%  memcached        memcached              [.] 0x0000000000013c3c
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] __bitmap_andnot
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] lock_page_memcg
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] arch_scale_freq_tick
     0.01%     0.01%  memcached        libevent-2.1.so.6.0.2  [.] 0x0000000000024bb0
     0.01%     0.00%  memcached        [kernel.kallsyms]      [k] wp_page_reuse
     0.01%     0.01%  memtier_benchma  memtier_benchmark      [.] _Z27cluster_client_read_handlerP11buffereventPv
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] free_unref_page_commit.constprop.0
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] page_swap_info
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] irq_enter_rcu
     0.01%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] ksize
     0.01%     0.00%  swapper          [kernel.kallsyms]      [k] rcu_core
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] update_io_ticks
     0.01%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] sysvec_call_function
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] page_endio
     0.01%     0.01%  memtier_benchma  libevent-2.1.so.6.0.2  [.] 0x0000000000024c12
     0.01%     0.00%  memcached        [kernel.kallsyms]      [k] futex_wait_setup
     0.01%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] __bitmap_andnot
     0.01%     0.01%  swapper          [kernel.kallsyms]      [k] sched_clock_idle_sleep_event
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] skb_free_head
     0.01%     0.01%  swapper          [kernel.kallsyms]      [k] __list_del_entry_valid
     0.01%     0.01%  memtier_benchma  libevent-2.1.so.6.0.2  [.] 0x000000000002f577
     0.01%     0.01%  memtier_benchma  libc-2.28.so           [.] __strdup
     0.01%     0.01%  kswapd0          [kernel.kallsyms]      [k] anon_vma_interval_tree_iter_first
     0.01%     0.01%  memtier_benchma  libevent-2.1.so.6.0.2  [.] event_add_nolock_
     0.01%     0.01%  kswapd0          [kernel.kallsyms]      [k] swap_set_page_dirty
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] unlock_page_memcg
     0.01%     0.01%  swapper          [kernel.kallsyms]      [k] update_rq_clock_task
     0.01%     0.00%  memcached        [kernel.kallsyms]      [k] move_pages_to_lru
     0.01%     0.01%  memcached        memcached              [.] 0x000000000000aee6
     0.01%     0.00%  memcached        [kernel.kallsyms]      [k] tick_sched_do_timer
     0.01%     0.01%  memcached        libevent-2.1.so.6.0.2  [.] 0x000000000000f344
     0.01%     0.00%  memcached        [kernel.kallsyms]      [k] policy_node
     0.01%     0.00%  kswapd0          [kernel.kallsyms]      [k] set_page_dirty
     0.01%     0.01%  memtier_benchma  libevent-2.1.so.6.0.2  [.] 0x000000000000f7c4
     0.01%     0.01%  memtier_benchma  libevent-2.1.so.6.0.2  [.] 0x000000000000f1b0
     0.01%     0.01%  memtier_benchma  memtier_benchmark      [.] _ZN6client18inc_reqs_processedEv
     0.01%     0.01%  swapper          [kernel.kallsyms]      [k] tick_check_oneshot_broadcast_this_cpu
     0.01%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] __const_udelay
     0.01%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] queued_spin_unlock
     0.01%     0.01%  swapper          [kernel.kallsyms]      [k] tick_nohz_get_next_hrtimer
     0.01%     0.00%  kswapd0          [kernel.kallsyms]      [k] mem_cgroup_uncharge_list
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] zcomp_stream_get
     0.01%     0.01%  memtier_benchma  [vdso]                 [.] 0x0000000000000a61
     0.01%     0.00%  memcached        [kernel.kallsyms]      [k] free_swap_cache
     0.01%     0.00%  memcached        [kernel.kallsyms]      [k] irqentry_exit_to_user_mode
     0.01%     0.00%  perf             [kernel.kallsyms]      [k] __alloc_pages
     0.01%     0.00%  perf             [kernel.kallsyms]      [k] __alloc_pages_slowpath.constprop.0
     0.01%     0.00%  perf             [kernel.kallsyms]      [k] do_try_to_free_pages
     0.01%     0.00%  perf             [kernel.kallsyms]      [k] shrink_node
     0.01%     0.00%  perf             [kernel.kallsyms]      [k] shrink_node_memcgs
     0.01%     0.00%  perf             [kernel.kallsyms]      [k] shrink_zones
     0.01%     0.00%  perf             [kernel.kallsyms]      [k] try_to_free_pages
     0.01%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] nohz_newidle_balance
     0.01%     0.01%  memtier_benchma  libstdc++.so.6.0.25    [.] _ZdlPv
     0.01%     0.00%  kswapd0          [kernel.kallsyms]      [k] __swap_duplicate
     0.01%     0.00%  kswapd0          [kernel.kallsyms]      [k] swap_duplicate
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] page_mapped
     0.01%     0.01%  memcached        memcached              [.] 0x000000000001d00b
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] should_failslab
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] dput
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] hrtimer_active
     0.01%     0.00%  kswapd0          [kernel.kallsyms]      [k] amd_pmu_disable_all
     0.01%     0.00%  perf             [kernel.kallsyms]      [k] evict_pages
     0.01%     0.00%  perf             [kernel.kallsyms]      [k] lru_gen_shrink_lruvec
     0.01%     0.01%  memtier_benchma  libevent-2.1.so.6.0.2  [.] 0x000000000001fa41
     0.01%     0.01%  memcached        memcached              [.] 0x00000000000141ab
     0.01%     0.01%  swapper          [kernel.kallsyms]      [k] core_kernel_data
     0.01%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] ktime_get_update_offsets_now
     0.01%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] __update_blocked_fair
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] enter_lazy_tlb
     0.01%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] native_apic_mem_write
     0.01%     0.01%  kswapd0          [kernel.kallsyms]      [k] __mod_memcg_state.part.0
     0.01%     0.00%  memcached        [kernel.kallsyms]      [k] set_page_dirty
     0.01%     0.00%  perf             [kernel.kallsyms]      [k] shrink_page_list
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] queued_spin_unlock
     0.01%     0.01%  memcached        memcached              [.] 0x0000000000013d74
     0.01%     0.01%  memcached        libevent-2.1.so.6.0.2  [.] 0x0000000000024b76
     0.01%     0.01%  memcached        memcached              [.] 0x000000000000b00b
     0.01%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] rw_verify_area
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] insert_zspage
     0.01%     0.01%  memtier_benchma  libevent-2.1.so.6.0.2  [.] 0x000000000000f094
     0.01%     0.01%  memcached        libevent-2.1.so.6.0.2  [.] 0x000000000000f034
     0.01%     0.01%  memtier_benchma  libevent-2.1.so.6.0.2  [.] 0x000000000001f240
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] workingset_refault
     0.01%     0.01%  swapper          [kernel.kallsyms]      [k] arch_cpu_idle_exit
     0.01%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] __x64_sys_readv
     0.01%     0.01%  memtier_benchma  libevent-2.1.so.6.0.2  [.] 0x000000000001ef82
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] security_socket_getpeersec_dgram
     0.01%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] clear_buddies
     0.01%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] rcu_note_context_switch
     0.01%     0.01%  memtier_benchma  libevent-2.1.so.6.0.2  [.] 0x000000000000f344
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] attach_entity_load_avg
     0.01%     0.00%  memcached        [kernel.kallsyms]      [k] __zs_map_object
     0.01%     0.01%  memtier_benchma  [vdso]                 [.] 0x00000000000007f1
     0.01%     0.01%  memtier_benchma  libevent-2.1.so.6.0.2  [.] 0x000000000001faf4
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] rcu_note_context_switch
     0.01%     0.01%  memtier_benchma  libevent-2.1.so.6.0.2  [.] 0x0000000000010c62
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] wakeup_kswapd
     0.01%     0.01%  memtier_benchma  libstdc++.so.6.0.25    [.] 0x000000000008dae4
     0.01%     0.00%  perf             [kernel.kallsyms]      [k] vfs_write
     0.01%     0.00%  perf             [kernel.kallsyms]      [k] ksys_write
     0.01%     0.00%  kswapd0          [kernel.kallsyms]      [k] fix_fullness_group
     0.01%     0.01%  memtier_benchma  libevent-2.1.so.6.0.2  [.] 0x000000000001fa98
     0.01%     0.01%  memcached        memcached              [.] 0x0000000000013d44
     0.01%     0.00%  perf             [kernel.kallsyms]      [k] ext4_buffered_write_iter
     0.01%     0.00%  perf             [kernel.kallsyms]      [k] new_sync_write
     0.01%     0.01%  memtier_benchma  memtier_benchmark      [.] _ZN16object_generator7get_keyEiPj
     0.01%     0.01%  memcached        memcached              [.] 0x0000000000014841
     0.01%     0.00%  memcached        [kernel.kallsyms]      [k] clear_page_dirty_for_io
     0.01%     0.01%  memcached        memcached              [.] 0x0000000000015b86
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] ptep_test_and_clear_young
     0.01%     0.01%  memtier_benchma  libevent-2.1.so.6.0.2  [.] 0x0000000000021ef1
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] vm_normal_page
     0.01%     0.01%  memcached        memcached              [.] 0x0000000000016ea4
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] zcomp_stream_put
     0.01%     0.00%  perf             [kernel.kallsyms]      [k] generic_perform_write
     0.01%     0.01%  swapper          [kernel.kallsyms]      [k] rcu_idle_enter
     0.01%     0.01%  memtier_benchma  libevent-2.1.so.6.0.2  [.] 0x000000000001f224
     0.01%     0.01%  memcached        memcached              [.] 0x0000000000014a3d
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] crypto_comp_decompress
     0.01%     0.01%  memtier_benchma  libevent-2.1.so.6.0.2  [.] 0x000000000001ed44
     0.01%     0.00%  memcached        [kernel.kallsyms]      [k] page_not_mapped
     0.01%     0.01%  memtier_benchma  libevent-2.1.so.6.0.2  [.] 0x000000000001f21d
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] irq_exit_rcu
     0.01%     0.01%  memtier_benchma  libevent-2.1.so.6.0.2  [.] 0x0000000000010d3a
     0.01%     0.01%  memtier_benchma  libevent-2.1.so.6.0.2  [.] 0x000000000001ef23
     0.01%     0.01%  memcached        memcached              [.] 0x00000000000163eb
     0.01%     0.01%  memcached        libevent-2.1.so.6.0.2  [.] 0x000000000001fa98
     0.01%     0.00%  swapper          [kernel.kallsyms]      [k] delay_halt.part.0
     0.01%     0.01%  memcached        libpthread-2.28.so     [.] __lll_lock_wait
     0.01%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] should_failslab
     0.01%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] __check_object_size
     0.01%     0.01%  kswapd0          [kernel.kallsyms]      [k] cgroup_rstat_updated
     0.01%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] __bitmap_and
     0.01%     0.01%  memtier_benchma  libevent-2.1.so.6.0.2  [.] event_pending
     0.01%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] enter_lazy_tlb
     0.01%     0.00%  kswapd0          [kernel.kallsyms]      [k] put_swap_page
     0.01%     0.01%  memtier_benchma  [vdso]                 [.] 0x0000000000000906
     0.01%     0.01%  memtier_benchma  libevent-2.1.so.6.0.2  [.] 0x000000000002fad4
     0.01%     0.00%  kswapd0          [kernel.kallsyms]      [k] __cond_resched
     0.01%     0.01%  kswapd0          [kernel.kallsyms]      [k] unlock_page
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] put_page
     0.01%     0.01%  memcached        memcached              [.] 0x0000000000022338
     0.01%     0.00%  swapper          [kernel.kallsyms]      [k] clockevents_program_event
     0.01%     0.01%  memtier_benchma  [vdso]                 [.] 0x0000000000000a60
     0.01%     0.01%  kswapd0          [kernel.kallsyms]      [k] __bitmap_and
     0.01%     0.01%  memtier_benchma  libevent-2.1.so.6.0.2  [.] 0x0000000000024c1e
     0.01%     0.01%  swapper          [kernel.kallsyms]      [k] __x86_indirect_thunk_rax
     0.01%     0.01%  memtier_benchma  libevent-2.1.so.6.0.2  [.] 0x0000000000016361
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] security_socket_recvmsg
     0.01%     0.01%  kswapd0          [kernel.kallsyms]      [k] find_alloced_obj
     0.01%     0.00%  memcached        [kernel.kallsyms]      [k] cpumask_next_and
     0.01%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] arch_scale_freq_tick
     0.01%     0.01%  memcached        memcached              [.] 0x0000000000013d54
     0.01%     0.01%  memcached        memcached              [.] 0x0000000000013a04
     0.01%     0.01%  memtier_benchma  memtier_benchmark      [.] _ZN24memcache_binary_protocol17write_command_getEPKcij
     0.01%     0.01%  swapper          [kernel.kallsyms]      [k] sched_clock
     0.01%     0.01%  memtier_benchma  libevent-2.1.so.6.0.2  [.] 0x000000000000f090
     0.01%     0.01%  memtier_benchma  memtier_benchmark      [.] _ZN16shard_connection8push_reqEP7request
     0.01%     0.00%  memcached        [kernel.kallsyms]      [k] security_socket_sendmsg
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] sched_clock
     0.01%     0.00%  kswapd0          [kernel.kallsyms]      [k] x86_pmu_disable_all
     0.01%     0.01%  memtier_benchma  memtier_benchmark      [.] _ZN6client13hold_pipelineEj
     0.01%     0.00%  memcached        [kernel.kallsyms]      [k] __cgroup_account_cputime
     0.01%     0.00%  memcached        [kernel.kallsyms]      [k] delete_from_swap_cache
     0.01%     0.00%  perf             [kernel.kallsyms]      [k] ext4_da_write_begin
     0.01%     0.01%  memcached        memcached              [.] 0x000000000000b057
     0.01%     0.00%  memcached        [kernel.kallsyms]      [k] get_nr_to_scan
     0.01%     0.01%  memcached        memcached              [.] 0x0000000000013782
     0.01%     0.01%  memcached        memcached              [.] 0x0000000000009401
     0.01%     0.01%  memcached        memcached              [.] 0x000000000000b650
     0.01%     0.01%  memcached        memcached              [.] 0x000000000001386b
     0.01%     0.00%  memcached        [kernel.kallsyms]      [k] PageHuge
     0.01%     0.01%  memtier_benchma  libevent-2.1.so.6.0.2  [.] 0x0000000000024ff1
     0.01%     0.01%  memcached        memcached              [.] 0x000000000001e9f6
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] read_tsc
     0.01%     0.01%  kswapd0          [kernel.kallsyms]      [k] PageHuge
     0.01%     0.00%  kswapd0          [kernel.kallsyms]      [k] scan_swap_map_try_ssd_cluster
     0.01%     0.01%  kswapd0          [kernel.kallsyms]      [k] dec_zone_page_state
     0.01%     0.01%  memcached        memcached              [.] 0x000000000001379f
     0.01%     0.00%  memcached        [kernel.kallsyms]      [k] account_system_index_time
     0.01%     0.00%  memcached        [kernel.kallsyms]      [k] timerqueue_del
     0.01%     0.00%  perf             [kernel.kallsyms]      [k] grab_cache_page_write_begin
     0.01%     0.00%  perf             [kernel.kallsyms]      [k] pagecache_get_page
     0.01%     0.01%  memtier_benchma  libevent-2.1.so.6.0.2  [.] 0x000000000000f134
     0.01%     0.00%  memcached        [kernel.kallsyms]      [k] free_pcp_prepare
     0.01%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __sysvec_call_function
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] __zone_watermark_ok
     0.01%     0.00%  kswapd0          [kernel.kallsyms]      [k] native_send_call_func_ipi
     0.01%     0.01%  memcached        libevent-2.1.so.6.0.2  [.] 0x000000000002f79d
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] add_mm_counter_fast
     0.01%     0.01%  memtier_benchma  libevent-2.1.so.6.0.2  [.] 0x000000000001ef21
     0.01%     0.01%  memtier_benchma  libevent-2.1.so.6.0.2  [.] 0x000000000000f454
     0.01%     0.01%  swapper          [kernel.kallsyms]      [k] rcu_dynticks_eqs_exit
     0.01%     0.01%  memtier_benchma  libevent-2.1.so.6.0.2  [.] 0x000000000000fef4
     0.01%     0.01%  swapper          [kernel.kallsyms]      [k] clear_buddies
     0.01%     0.01%  memcached        memcached              [.] 0x00000000000195c0
     0.01%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] attach_entity_load_avg
     0.01%     0.01%  memcached        memcached              [.] 0x0000000000020550
     0.01%     0.01%  memtier_benchma  libc-2.28.so           [.] _IO_no_init
     0.01%     0.01%  memcached        memcached              [.] 0x0000000000004814
     0.01%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] irqtime_account_irq
     0.01%     0.01%  memcached        memcached              [.] 0x0000000000013601
     0.01%     0.01%  swapper          [kernel.kallsyms]      [k] rcu_qs
     0.01%     0.00%  memcached        [kernel.kallsyms]      [k] set_next_entity
     0.01%     0.00%  memcached        [kernel.kallsyms]      [k] clockevents_program_event
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] _find_first_bit
     0.01%     0.01%  memtier_benchma  libevent-2.1.so.6.0.2  [.] bufferevent_get_write_max_
     0.01%     0.01%  memcached        memcached              [.] 0x000000000001ec8e
     0.01%     0.01%  kswapd0          [kernel.kallsyms]      [k] blk_queue_enter
     0.01%     0.00%  memcached        [kernel.kallsyms]      [k] lru_gen_add_page
     0.01%     0.01%  memtier_benchma  libevent-2.1.so.6.0.2  [.] 0x0000000000021f28
     0.01%     0.00%  swapper          [kernel.kallsyms]      [k] cpumask_next_and
     0.01%     0.00%  memcached        [kernel.kallsyms]      [k] reuse_swap_page
     0.01%     0.01%  swapper          [kernel.kallsyms]      [k] tick_nohz_idle_got_tick
     0.01%     0.01%  memcached        libevent-2.1.so.6.0.2  [.] 0x0000000000024ab6
     0.01%     0.00%  memcached        [kernel.kallsyms]      [k] __get_vma_policy
     0.01%     0.01%  memcached        memcached              [.] 0x0000000000016ef3
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] hrtick_update
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] irqentry_exit
     0.01%     0.00%  kswapd0          [kernel.kallsyms]      [k] zs_object_copy
     0.01%     0.01%  memtier_benchma  libevent-2.1.so.6.0.2  [.] 0x00000000000108c4
     0.01%     0.01%  memcached        memcached              [.] 0x00000000000135f5
     0.01%     0.01%  kswapd0          [kernel.kallsyms]      [k] uncharge_page
     0.01%     0.01%  kswapd0          [kernel.kallsyms]      [k] page_update_gen
     0.01%     0.01%  kswapd0          [kernel.kallsyms]      [k] __mod_zone_page_state
     0.01%     0.01%  memtier_benchma  libevent-2.1.so.6.0.2  [.] 0x000000000001f176
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] ttwu_stat
     0.01%     0.01%  swapper          [kernel.kallsyms]      [k] __lock_text_start
     0.01%     0.01%  memtier_benchma  libevent-2.1.so.6.0.2  [.] 0x00000000000204d1
     0.01%     0.01%  memcached        memcached              [.] 0x0000000000016ea7
     0.01%     0.01%  memtier_benchma  libevent-2.1.so.6.0.2  [.] 0x00000000000249d2
     0.01%     0.00%  memcached        [kernel.kallsyms]      [k] __anon_vma_interval_tree_subtree_search
     0.01%     0.01%  memcached        libevent-2.1.so.6.0.2  [.] 0x0000000000020507
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] _find_next_bit
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] timerqueue_del
     0.00%     0.00%  memcached        memcached              [.] 0x00000000000093d8
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] page_mapped
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] tick_sched_do_timer
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] security_socket_getpeersec_dgram
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] xas_expand
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] error_return
     0.00%     0.00%  memcached        memcached              [.] 0x0000000000009d52
     0.00%     0.00%  memcached        [kernel.kallsyms]      [k] memcg_check_events
     0.00%     0.00%  memcached        memcached              [.] 0x00000000000132e2
     0.00%     0.00%  memcached        [kernel.kallsyms]      [k] xas_expand
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] _raw_read_lock
     0.00%     0.00%  memcached        memcached              [.] 0x000000000000b65b
     0.00%     0.00%  memcached        memcached              [.] 0x0000000000013819
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] flush_smp_call_function_queue
     0.00%     0.00%  memcached        [kernel.kallsyms]      [k] rotate_reclaimable_page
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] x86_pmu_disable
     0.00%     0.00%  memcached        [kernel.kallsyms]      [k] inc_zone_page_state
     0.00%     0.00%  memcached        [kernel.kallsyms]      [k] check_pte
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] hrtick_update
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] delay_halt_mwaitx
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] asm_exc_page_fault
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] shrink_slab_memcg
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] __list_add_valid
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] do_user_addr_fault
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] exc_page_fault
     0.00%     0.00%  memtier_benchma  libevent-2.1.so.6.0.2  [.] 0x0000000000021efa
     0.00%     0.00%  memtier_benchma  libevent-2.1.so.6.0.2  [.] 0x0000000000024bb0
     0.00%     0.00%  memcached        libevent-2.1.so.6.0.2  [.] 0x0000000000024c12
     0.00%     0.00%  memcached        memcached              [.] 0x000000000001ec56
     0.00%     0.00%  memcached        [kernel.kallsyms]      [k] default_wake_function
     0.00%     0.00%  memcached        memcached              [.] 0x0000000000016ee3
     0.00%     0.00%  memcached        [kernel.kallsyms]      [k] timekeeping_advance
     0.00%     0.00%  memcached        [kernel.kallsyms]      [k] __swap_entry_free_locked
     0.00%     0.00%  memtier_benchma  libevent-2.1.so.6.0.2  [.] 0x0000000000010524
     0.00%     0.00%  memcached        [kernel.kallsyms]      [k] acct_account_cputime
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] inc_node_page_state
     0.00%     0.00%  memtier_benchma  libevent-2.1.so.6.0.2  [.] 0x0000000000010d30
     0.00%     0.00%  memtier_benchma  libevent-2.1.so.6.0.2  [.] 0x000000000002f785
     0.00%     0.00%  memtier_benchma  libevent-2.1.so.6.0.2  [.] 0x000000000001ef37
     0.00%     0.00%  memcached        [kernel.kallsyms]      [k] mem_cgroup_get_nr_swap_pages
     0.00%     0.00%  memcached        [kernel.kallsyms]      [k] rcu_do_batch
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __fdget
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] rcu_core
     0.00%     0.00%  memcached        [kernel.kallsyms]      [k] rmap_walk
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] up_read
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] __update_blocked_others
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] handle_mm_fault
     0.00%     0.00%  memcached        libevent-2.1.so.6.0.2  [.] 0x000000000001faf4
     0.00%     0.00%  memcached        [vdso]                 [.] 0x0000000000000906
     0.00%     0.00%  memcached        memcached              [.] 0x0000000000015b92
     0.00%     0.00%  memtier_benchma  libevent-2.1.so.6.0.2  [.] 0x0000000000024a46
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] pick_next_entity
     0.00%     0.00%  memtier_benchma  libevent-2.1.so.6.0.2  [.] 0x0000000000024b76
     0.00%     0.00%  memtier_benchma  memtier_benchmark      [.] _ZN17protocol_response10get_statusEv
     0.00%     0.00%  memcached        libevent-2.1.so.6.0.2  [.] 0x000000000002f789
     0.00%     0.00%  memtier_benchma  libevent-2.1.so.6.0.2  [.] 0x0000000000024c53
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] security_socket_sendmsg
     0.00%     0.00%  memcached        [kernel.kallsyms]      [k] clear_buddies
     0.00%     0.00%  memcached        memcached              [.] 0x0000000000020574
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] restore_regs_and_return_to_kernel
     0.00%     0.00%  memtier_benchma  libevent-2.1.so.6.0.2  [.] 0x000000000002f2c2
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] do_anonymous_page
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __handle_mm_fault
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __x64_sys_writev
