# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 32K of event 'cycles'
# Event count (approx.): 13867351128519
#
# Children      Self  Command          Shared Object      Symbol                                           
# ........  ........  ...............  .................  .................................................
#
     0.01%     0.00%  ReadStage-150    [kernel.kallsyms]  [k] nvme_queue_rq
     0.01%     0.00%  ReadStage-111    [kernel.kallsyms]  [k] clear_page_erms
     0.01%     0.00%  ReadStage-111    [kernel.kallsyms]  [k] __alloc_pages
     0.01%     0.00%  ReadStage-111    [kernel.kallsyms]  [k] __page_cache_alloc
     0.01%     0.00%  ReadStage-111    [kernel.kallsyms]  [k] alloc_pages
     0.01%     0.00%  ReadStage-111    [kernel.kallsyms]  [k] get_page_from_freelist
     0.01%     0.00%  ReadStage-122    [kernel.kallsyms]  [k] blk_finish_plug
     0.01%     0.00%  ReadStage-20     [kernel.kallsyms]  [k] ondemand_readahead
     0.01%     0.00%  ReadStage-20     [kernel.kallsyms]  [k] page_cache_async_ra
     0.01%     0.00%  ReadStage-80     [kernel.kallsyms]  [k] ext4_map_blocks
     0.01%     0.01%  ReadStage-2      [kernel.kallsyms]  [k] next_uptodate_page
     0.01%     0.01%  MutationStage-1  [kernel.kallsyms]  [k] available_idle_cpu
     0.01%     0.00%  ReadStage-78     [kernel.kallsyms]  [k] do_syscall_64
     0.01%     0.00%  ReadStage-78     [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  Thread-118       [kernel.kallsyms]  [k] schedule
     0.01%     0.00%  Thread-118       [kernel.kallsyms]  [k] do_futex
     0.01%     0.00%  Thread-118       [kernel.kallsyms]  [k] do_syscall_64
     0.01%     0.00%  Thread-118       [kernel.kallsyms]  [k] futex_wait
     0.01%     0.00%  Thread-118       [kernel.kallsyms]  [k] futex_wait_queue_me
     0.01%     0.01%  ReadStage-118    [kernel.kallsyms]  [k] cpuacct_charge
     0.01%     0.00%  ReadStage-118    [kernel.kallsyms]  [k] __hrtimer_run_queues
     0.01%     0.00%  ReadStage-118    [kernel.kallsyms]  [k] __sysvec_apic_timer_interrupt
     0.01%     0.00%  ReadStage-118    [kernel.kallsyms]  [k] asm_sysvec_apic_timer_interrupt
     0.01%     0.00%  ReadStage-118    [kernel.kallsyms]  [k] hrtimer_interrupt
     0.01%     0.00%  ReadStage-118    [kernel.kallsyms]  [k] scheduler_tick
     0.01%     0.00%  ReadStage-118    [kernel.kallsyms]  [k] sysvec_apic_timer_interrupt
     0.01%     0.00%  ReadStage-118    [kernel.kallsyms]  [k] task_tick_fair
     0.01%     0.00%  ReadStage-118    [kernel.kallsyms]  [k] tick_sched_handle
     0.01%     0.00%  ReadStage-118    [kernel.kallsyms]  [k] tick_sched_timer
     0.01%     0.00%  ReadStage-118    [kernel.kallsyms]  [k] update_process_times
     0.01%     0.00%  ReadStage-2      [kernel.kallsyms]  [k] pte_alloc_one
     0.01%     0.00%  ReadStage-129    [kernel.kallsyms]  [k] __add_to_page_cache_locked
     0.01%     0.01%  cluster1-nio-wo  [kernel.kallsyms]  [k] memcg_slab_free_hook
     0.01%     0.00%  ReadStage-69     [kernel.kallsyms]  [k] __add_to_page_cache_locked
     0.01%     0.01%  Thread-40        [kernel.kallsyms]  [k] psi_group_change
     0.01%     0.00%  Thread-40        [kernel.kallsyms]  [k] psi_task_switch
     0.01%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] free_unref_page_commit.constprop.0
     0.01%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] __put_page
     0.01%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] free_compound_page
     0.01%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] free_unref_page
     0.01%     0.00%  ReadStage-157    [kernel.kallsyms]  [k] __x64_sys_futex
     0.01%     0.00%  ReadStage-157    [kernel.kallsyms]  [k] do_futex
     0.01%     0.00%  ReadStage-157    [kernel.kallsyms]  [k] do_syscall_64
     0.01%     0.00%  ReadStage-157    [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  ReadStage-157    [kernel.kallsyms]  [k] futex_wake
     0.01%     0.01%  ReadStage-13     [kernel.kallsyms]  [k] kmem_cache_alloc
     0.01%     0.00%  ReadStage-13     [kernel.kallsyms]  [k] bio_alloc_bioset
     0.01%     0.00%  ReadStage-13     [kernel.kallsyms]  [k] bvec_alloc
     0.01%     0.01%  ReadStage-117    [kernel.kallsyms]  [k] ext4_es_lookup_extent
     0.01%     0.01%  swapper          [kernel.kallsyms]  [k] error_entry
     0.01%     0.01%  ReadStage-30     [kernel.kallsyms]  [k] next_uptodate_page
     0.01%     0.00%  ReadStage-30     [kernel.kallsyms]  [k] filemap_map_pages
     0.01%     0.00%  Thread-77        [kernel.kallsyms]  [k] __x64_sys_futex
     0.01%     0.00%  Thread-77        [kernel.kallsyms]  [k] do_futex
     0.01%     0.00%  Thread-77        [kernel.kallsyms]  [k] do_syscall_64
     0.01%     0.00%  Thread-77        [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.01%  epollEventLoopG  [kernel.kallsyms]  [k] entry_SYSCALL_64_safe_stack
     0.01%     0.00%  ReadStage-144    [kernel.kallsyms]  [k] xa_get_order
     0.01%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] strncpy_from_user
     0.01%     0.00%  ReadStage-145    [kernel.kallsyms]  [k] __sysvec_call_function
     0.01%     0.00%  ReadStage-145    [kernel.kallsyms]  [k] generic_smp_call_function_single_interrupt
     0.01%     0.00%  ReadStage-98     [kernel.kallsyms]  [k] read_pages
     0.01%     0.00%  ReadStage-96     [kernel.kallsyms]  [k] __alloc_pages
     0.01%     0.00%  ReadStage-96     [kernel.kallsyms]  [k] __page_cache_alloc
     0.01%     0.00%  ReadStage-96     [kernel.kallsyms]  [k] alloc_pages
     0.01%     0.00%  ReadStage-96     [kernel.kallsyms]  [k] get_page_from_freelist
     0.01%     0.01%  ReadStage-88     [kernel.kallsyms]  [k] xas_load
     0.01%     0.01%  epollEventLoopG  [kernel.kallsyms]  [k] tcp_event_data_recv
     0.01%     0.00%  ReadStage-16     [kernel.kallsyms]  [k] get_page_from_freelist
     0.01%     0.00%  ReadStage-16     [kernel.kallsyms]  [k] __alloc_pages
     0.01%     0.00%  ReadStage-16     [kernel.kallsyms]  [k] __page_cache_alloc
     0.01%     0.00%  ReadStage-16     [kernel.kallsyms]  [k] alloc_pages
     0.01%     0.00%  kworker/u97:1-e  [kernel.kallsyms]  [k] __writeback_inodes_wb
     0.01%     0.00%  kworker/u97:1-e  [kernel.kallsyms]  [k] __writeback_single_inode
     0.01%     0.00%  kworker/u97:1-e  [kernel.kallsyms]  [k] do_writepages
     0.01%     0.00%  kworker/u97:1-e  [kernel.kallsyms]  [k] ext4_writepages
     0.01%     0.00%  kworker/u97:1-e  [kernel.kallsyms]  [k] kthread
     0.01%     0.00%  kworker/u97:1-e  [kernel.kallsyms]  [k] process_one_work
     0.01%     0.00%  kworker/u97:1-e  [kernel.kallsyms]  [k] ret_from_fork
     0.01%     0.00%  kworker/u97:1-e  [kernel.kallsyms]  [k] wb_workfn
     0.01%     0.00%  kworker/u97:1-e  [kernel.kallsyms]  [k] wb_writeback
     0.01%     0.00%  kworker/u97:1-e  [kernel.kallsyms]  [k] worker_thread
     0.01%     0.00%  kworker/u97:1-e  [kernel.kallsyms]  [k] writeback_sb_inodes
     0.01%     0.00%  ReadStage-121    [kernel.kallsyms]  [k] clear_page_erms
     0.01%     0.00%  ReadStage-107    [kernel.kallsyms]  [k] asm_sysvec_call_function
     0.01%     0.01%  ReadStage-140    [kernel.kallsyms]  [k] update_cfs_group
     0.01%     0.00%  ReadStage-140    [kernel.kallsyms]  [k] __lock_page_or_retry
     0.01%     0.00%  ReadStage-140    [kernel.kallsyms]  [k] __schedule
     0.01%     0.00%  ReadStage-140    [kernel.kallsyms]  [k] dequeue_entity
     0.01%     0.00%  ReadStage-140    [kernel.kallsyms]  [k] dequeue_task
     0.01%     0.00%  ReadStage-140    [kernel.kallsyms]  [k] dequeue_task_fair
     0.01%     0.00%  ReadStage-140    [kernel.kallsyms]  [k] io_schedule
     0.01%     0.00%  ReadStage-140    [kernel.kallsyms]  [k] schedule
     0.01%     0.00%  ReadStage-140    [kernel.kallsyms]  [k] wait_on_page_bit_common
     0.01%     0.01%  ReadStage-136    [kernel.kallsyms]  [k] xas_start
     0.01%     0.01%  ReadStage-106    [kernel.kallsyms]  [k] xas_load
     0.01%     0.00%  perf             [kernel.kallsyms]  [k] native_write_msr
     0.01%     0.00%  perf             [kernel.kallsyms]  [k] __perf_event_enable
     0.01%     0.00%  perf             [kernel.kallsyms]  [k] ctx_resched
     0.01%     0.00%  perf             [kernel.kallsyms]  [k] intel_pmu_enable_all
     0.01%     0.00%  perf             [kernel.kallsyms]  [k] x86_pmu_enable
     0.01%     0.00%  ReadStage-105    [kernel.kallsyms]  [k] ondemand_readahead
     0.01%     0.00%  ReadStage-105    [kernel.kallsyms]  [k] page_cache_async_ra
     0.01%     0.00%  CompactionExecu  [kernel.kallsyms]  [k] __schedule
     0.01%     0.00%  CompactionExecu  [kernel.kallsyms]  [k] io_schedule
     0.01%     0.00%  CompactionExecu  [kernel.kallsyms]  [k] schedule
     0.01%     0.00%  CompactionExecu  [kernel.kallsyms]  [k] wait_on_page_bit_common
     0.01%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] apparmor_file_permission
     0.01%     0.01%  ReadStage-121    [unknown]          [.] 0000000000000000
     0.01%     0.01%  ReadStage-140    [kernel.kallsyms]  [k] __mod_node_page_state
     0.01%     0.00%  ReadStage-140    [kernel.kallsyms]  [k] __mod_lruvec_page_state
     0.01%     0.01%  swapper          [kernel.kallsyms]  [k] update_io_ticks
     0.01%     0.00%  ReadStage-121    [kernel.kallsyms]  [k] __blk_mq_try_issue_directly
     0.01%     0.00%  ReadStage-121    [kernel.kallsyms]  [k] blk_finish_plug
     0.01%     0.00%  ReadStage-121    [kernel.kallsyms]  [k] blk_flush_plug_list
     0.01%     0.00%  ReadStage-121    [kernel.kallsyms]  [k] blk_mq_flush_plug_list
     0.01%     0.00%  ReadStage-121    [kernel.kallsyms]  [k] blk_mq_sched_insert_requests
     0.01%     0.00%  ReadStage-121    [kernel.kallsyms]  [k] blk_mq_try_issue_list_directly
     0.01%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] rcu_read_unlock_strict
     0.01%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] rcu_read_unlock_strict
     0.01%     0.01%  ReadStage-33     [kernel.kallsyms]  [k] update_cfs_group
     0.01%     0.00%  ReadStage-33     [kernel.kallsyms]  [k] __x64_sys_futex
     0.01%     0.00%  ReadStage-33     [kernel.kallsyms]  [k] do_futex
     0.01%     0.00%  ReadStage-33     [kernel.kallsyms]  [k] do_syscall_64
     0.01%     0.00%  ReadStage-33     [kernel.kallsyms]  [k] enqueue_task
     0.01%     0.00%  ReadStage-33     [kernel.kallsyms]  [k] enqueue_task_fair
     0.01%     0.00%  ReadStage-33     [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  ReadStage-33     [kernel.kallsyms]  [k] futex_wake
     0.01%     0.00%  ReadStage-33     [kernel.kallsyms]  [k] try_to_wake_up
     0.01%     0.00%  ReadStage-33     [kernel.kallsyms]  [k] ttwu_do_activate
     0.01%     0.00%  ReadStage-33     [kernel.kallsyms]  [k] wake_up_q
     0.01%     0.00%  swapper          [kernel.kallsyms]  [k] rcu_nmi_exit
     0.01%     0.01%  swapper          [kernel.kallsyms]  [k] rcu_segcblist_ready_cbs
     0.01%     0.00%  ReadStage-126    [kernel.kallsyms]  [k] lru_cache_add
     0.01%     0.01%  epollEventLoopG  [kernel.kallsyms]  [k] rb_insert_color
     0.01%     0.01%  ReadStage-52     [kernel.kallsyms]  [k] rmqueue_bulk
     0.01%     0.00%  ReadStage-52     [kernel.kallsyms]  [k] __alloc_pages
     0.01%     0.00%  ReadStage-52     [kernel.kallsyms]  [k] __page_cache_alloc
     0.01%     0.00%  ReadStage-52     [kernel.kallsyms]  [k] alloc_pages
     0.01%     0.00%  ReadStage-52     [kernel.kallsyms]  [k] get_page_from_freelist
     0.01%     0.00%  ReadStage-135    [kernel.kallsyms]  [k] ondemand_readahead
     0.01%     0.00%  ReadStage-135    [kernel.kallsyms]  [k] page_cache_async_ra
     0.01%     0.00%  Thread-80        [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  ReadStage-31     [kernel.kallsyms]  [k] filemap_map_pages
     0.01%     0.00%  ReadStage-105    [kernel.kallsyms]  [k] add_to_page_cache_lru
     0.01%     0.01%  ReadStage-16     [kernel.kallsyms]  [k] __add_to_page_cache_locked
     0.01%     0.00%  ReadStage-124    [kernel.kallsyms]  [k] __alloc_pages
     0.01%     0.00%  ReadStage-124    [kernel.kallsyms]  [k] __page_cache_alloc
     0.01%     0.00%  ReadStage-124    [kernel.kallsyms]  [k] alloc_pages
     0.01%     0.00%  ReadStage-124    [kernel.kallsyms]  [k] get_page_from_freelist
     0.01%     0.01%  NonPeriodicTask  [kernel.kallsyms]  [k] xas_start
     0.01%     0.01%  ReadStage-128    [kernel.kallsyms]  [k] select_task_rq_fair
     0.01%     0.00%  ReadStage-128    [kernel.kallsyms]  [k] __x64_sys_futex
     0.01%     0.00%  ReadStage-128    [kernel.kallsyms]  [k] do_futex
     0.01%     0.00%  ReadStage-128    [kernel.kallsyms]  [k] do_syscall_64
     0.01%     0.00%  ReadStage-128    [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  ReadStage-128    [kernel.kallsyms]  [k] futex_wake
     0.01%     0.00%  ReadStage-128    [kernel.kallsyms]  [k] wake_up_q
     0.01%     0.01%  cluster1-nio-wo  [kernel.kallsyms]  [k] tcp_add_backlog
     0.01%     0.00%  ReadStage-84     [kernel.kallsyms]  [k] read_pages
     0.01%     0.00%  ReadStage-20     [kernel.kallsyms]  [k] ext4_mpage_readpages
     0.01%     0.00%  ReadStage-20     [kernel.kallsyms]  [k] ext4_readahead
     0.01%     0.00%  ReadStage-20     [kernel.kallsyms]  [k] read_pages
     0.01%     0.01%  ReadStage-72     [kernel.kallsyms]  [k] __add_to_page_cache_locked
     0.01%     0.00%  ReadStage-47     [kernel.kallsyms]  [k] __pagevec_lru_add
     0.01%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] __sk_dst_check
     0.01%     0.00%  java             [kernel.kallsyms]  [k] dequeue_task_fair
     0.01%     0.00%  java             [kernel.kallsyms]  [k] dequeue_task
     0.01%     0.01%  ReadStage-133    [kernel.kallsyms]  [k] xas_load
     0.01%     0.00%  ReadStage-133    [kernel.kallsyms]  [k] xas_find
     0.01%     0.00%  Thread-27        [kernel.kallsyms]  [k] __x64_sys_futex
     0.01%     0.00%  Thread-27        [kernel.kallsyms]  [k] do_futex
     0.01%     0.00%  Thread-27        [kernel.kallsyms]  [k] do_syscall_64
     0.01%     0.00%  Thread-27        [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  Thread-27        [kernel.kallsyms]  [k] futex_wait
     0.01%     0.00%  Thread-3         [kernel.kallsyms]  [k] do_syscall_64
     0.01%     0.00%  Thread-3         [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  ReadStage-25     [kernel.kallsyms]  [k] ext4_mpage_readpages
     0.01%     0.00%  ReadStage-25     [kernel.kallsyms]  [k] ext4_readahead
     0.01%     0.00%  ReadStage-25     [kernel.kallsyms]  [k] read_pages
     0.01%     0.01%  ReadStage-102    [kernel.kallsyms]  [k] xas_load
     0.01%     0.01%  ReadStage-9      [kernel.kallsyms]  [k] clear_page_erms
     0.01%     0.00%  ReadStage-109    [kernel.kallsyms]  [k] filemap_map_pages
     0.01%     0.00%  ReadStage-135    [kernel.kallsyms]  [k] sysvec_call_function
     0.01%     0.01%  ReadStage-52     [kernel.kallsyms]  [k] next_uptodate_page
     0.01%     0.00%  ReadStage-52     [kernel.kallsyms]  [k] filemap_map_pages
     0.01%     0.00%  ReadStage-132    [kernel.kallsyms]  [k] __schedule
     0.01%     0.00%  ReadStage-132    [kernel.kallsyms]  [k] schedule
     0.01%     0.00%  ReadStage-77     [kernel.kallsyms]  [k] read_pages
     0.01%     0.00%  ReadStage-118    [kernel.kallsyms]  [k] update_load_avg
     0.01%     0.00%  ReadStage-140    [kernel.kallsyms]  [k] enqueue_task
     0.01%     0.00%  ReadStage-140    [kernel.kallsyms]  [k] ttwu_do_activate
     0.01%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] __fdget
     0.01%     0.00%  ReadStage-135    [kernel.kallsyms]  [k] do_swap_page
     0.01%     0.01%  ReadStage-29     [kernel.kallsyms]  [k] clear_page_erms
     0.01%     0.00%  ReadStage-29     [kernel.kallsyms]  [k] __alloc_pages
     0.01%     0.00%  ReadStage-29     [kernel.kallsyms]  [k] get_page_from_freelist
     0.01%     0.00%  ReadStage-92     [kernel.kallsyms]  [k] filemap_map_pages
     0.01%     0.00%  ReadStage-160    [kernel.kallsyms]  [k] filemap_map_pages
     0.01%     0.00%  ReadStage-58     [kernel.kallsyms]  [k] filemap_map_pages
     0.01%     0.01%  ReadStage-148    [kernel.kallsyms]  [k] __entry_text_start
     0.01%     0.00%  ReadStage-132    [kernel.kallsyms]  [k] get_page_from_freelist
     0.01%     0.00%  ReadStage-132    [kernel.kallsyms]  [k] __alloc_pages
     0.01%     0.00%  ReadStage-132    [kernel.kallsyms]  [k] __page_cache_alloc
     0.01%     0.00%  ReadStage-132    [kernel.kallsyms]  [k] alloc_pages
     0.01%     0.00%  ReadStage-158    [kernel.kallsyms]  [k] filemap_map_pages
     0.01%     0.01%  ReadStage-133    [kernel.kallsyms]  [k] dma_pool_alloc
     0.01%     0.00%  ReadStage-130    [kernel.kallsyms]  [k] __add_to_page_cache_locked
     0.01%     0.01%  kswapd1          [kernel.kallsyms]  [k] swap_set_page_dirty
     0.01%     0.00%  kswapd1          [kernel.kallsyms]  [k] set_page_dirty
     0.01%     0.00%  ReadStage-93     [kernel.kallsyms]  [k] ondemand_readahead
     0.01%     0.00%  ReadStage-93     [kernel.kallsyms]  [k] page_cache_async_ra
     0.01%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] _raw_spin_unlock_bh
     0.01%     0.00%  ReadStage-113    [kernel.kallsyms]  [k] ondemand_readahead
     0.01%     0.00%  ReadStage-113    [kernel.kallsyms]  [k] page_cache_async_ra
     0.01%     0.00%  ReadStage-18     [kernel.kallsyms]  [k] read_pages
     0.01%     0.00%  ReadStage-57     [kernel.kallsyms]  [k] get_page_from_freelist
     0.01%     0.00%  ReadStage-57     [kernel.kallsyms]  [k] __alloc_pages
     0.01%     0.00%  ReadStage-57     [kernel.kallsyms]  [k] alloc_pages
     0.01%     0.01%  cluster1-nio-wo  [kernel.kallsyms]  [k] get_futex_key
     0.01%     0.00%  CompactionExecu  [kernel.kallsyms]  [k] mark_buffer_dirty
     0.01%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] lru_gen_add_page
     0.01%     0.00%  ReadStage-59     [kernel.kallsyms]  [k] ext4_mpage_readpages
     0.01%     0.00%  ReadStage-59     [kernel.kallsyms]  [k] ext4_readahead
     0.01%     0.00%  ReadStage-65     [kernel.kallsyms]  [k] flush_smp_call_function_queue
     0.01%     0.00%  ReadStage-65     [kernel.kallsyms]  [k] __sysvec_call_function
     0.01%     0.00%  ReadStage-65     [kernel.kallsyms]  [k] asm_sysvec_call_function
     0.01%     0.00%  ReadStage-65     [kernel.kallsyms]  [k] generic_smp_call_function_single_interrupt
     0.01%     0.00%  ReadStage-65     [kernel.kallsyms]  [k] sysvec_call_function
     0.01%     0.00%  ReadStage-39     [kernel.kallsyms]  [k] ext4_es_insert_extent
     0.01%     0.01%  ReadStage-6      [kernel.kallsyms]  [k] workingset_update_node
     0.01%     0.00%  ReadStage-6      [kernel.kallsyms]  [k] ondemand_readahead
     0.01%     0.00%  ReadStage-6      [kernel.kallsyms]  [k] page_cache_async_ra
     0.01%     0.01%  CompactionExecu  [kernel.kallsyms]  [k] __es_tree_search.isra.0
     0.01%     0.01%  ReadStage-8      [kernel.kallsyms]  [k] blk_mq_get_tag
     0.01%     0.00%  ReadStage-8      [kernel.kallsyms]  [k] __blk_mq_alloc_request
     0.01%     0.00%  ReadStage-8      [kernel.kallsyms]  [k] __submit_bio
     0.01%     0.00%  ReadStage-8      [kernel.kallsyms]  [k] blk_mq_submit_bio
     0.01%     0.00%  ReadStage-8      [kernel.kallsyms]  [k] ext4_mpage_readpages
     0.01%     0.00%  ReadStage-8      [kernel.kallsyms]  [k] ext4_readahead
     0.01%     0.00%  ReadStage-8      [kernel.kallsyms]  [k] read_pages
     0.01%     0.00%  ReadStage-8      [kernel.kallsyms]  [k] submit_bio
     0.01%     0.00%  ReadStage-8      [kernel.kallsyms]  [k] submit_bio_noacct
     0.01%     0.00%  ReadStage-124    [kernel.kallsyms]  [k] __blk_mq_try_issue_directly
     0.01%     0.00%  ReadStage-124    [kernel.kallsyms]  [k] blk_finish_plug
     0.01%     0.00%  ReadStage-124    [kernel.kallsyms]  [k] blk_flush_plug_list
     0.01%     0.00%  ReadStage-124    [kernel.kallsyms]  [k] blk_mq_flush_plug_list
     0.01%     0.00%  ReadStage-124    [kernel.kallsyms]  [k] blk_mq_sched_insert_requests
     0.01%     0.00%  ReadStage-124    [kernel.kallsyms]  [k] blk_mq_try_issue_list_directly
     0.01%     0.00%  ReadStage-124    [kernel.kallsyms]  [k] nvme_queue_rq
     0.01%     0.00%  ReadStage-142    [kernel.kallsyms]  [k] ext4_map_blocks
     0.01%     0.00%  ReadStage-125    [kernel.kallsyms]  [k] __add_to_page_cache_locked
     0.01%     0.00%  ReadStage-14     [kernel.kallsyms]  [k] submit_bio
     0.01%     0.00%  ReadStage-55     [kernel.kallsyms]  [k] ondemand_readahead
     0.01%     0.00%  ReadStage-55     [kernel.kallsyms]  [k] page_cache_async_ra
     0.01%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] ep_done_scan
     0.01%     0.01%  ReadStage-78     [kernel.kallsyms]  [k] xas_load
     0.01%     0.00%  ReadStage-78     [kernel.kallsyms]  [k] xas_find
     0.01%     0.01%  ReadStage-77     [kernel.kallsyms]  [k] cgroup_rstat_updated
     0.01%     0.01%  kswapd0          [kernel.kallsyms]  [k] rcu_all_qs
     0.01%     0.01%  ReadStage-84     [kernel.kallsyms]  [k] rmqueue_bulk
     0.01%     0.01%  Native-Transpor  [kernel.kallsyms]  [k] __calc_delta
     0.01%     0.00%  ReadStage-63     [kernel.kallsyms]  [k] wait_on_page_bit_common
     0.01%     0.00%  Thread-32        [kernel.kallsyms]  [k] __schedule
     0.01%     0.00%  Thread-32        [kernel.kallsyms]  [k] futex_wait
     0.01%     0.00%  Thread-32        [kernel.kallsyms]  [k] futex_wait_queue_me
     0.01%     0.00%  Thread-32        [kernel.kallsyms]  [k] schedule
     0.01%     0.00%  Thread-122       [kernel.kallsyms]  [k] __schedule
     0.01%     0.00%  Thread-122       [kernel.kallsyms]  [k] __x64_sys_futex
     0.01%     0.00%  Thread-122       [kernel.kallsyms]  [k] dequeue_entity
     0.01%     0.00%  Thread-122       [kernel.kallsyms]  [k] dequeue_task
     0.01%     0.00%  Thread-122       [kernel.kallsyms]  [k] dequeue_task_fair
     0.01%     0.00%  Thread-122       [kernel.kallsyms]  [k] do_futex
     0.01%     0.00%  Thread-122       [kernel.kallsyms]  [k] do_syscall_64
     0.01%     0.00%  Thread-122       [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  Thread-122       [kernel.kallsyms]  [k] futex_wait
     0.01%     0.00%  Thread-122       [kernel.kallsyms]  [k] futex_wait_queue_me
     0.01%     0.00%  Thread-122       [kernel.kallsyms]  [k] schedule
     0.01%     0.01%  ReadStage-128    [unknown]          [.] 0000000000000000
     0.01%     0.00%  ReadStage-34     [kernel.kallsyms]  [k] __add_to_page_cache_locked
     0.01%     0.00%  ReadStage-56     [kernel.kallsyms]  [k] do_set_pte
     0.01%     0.00%  ReadStage-99     [kernel.kallsyms]  [k] ext4_map_blocks
     0.01%     0.00%  ReadStage-79     [kernel.kallsyms]  [k] ondemand_readahead
     0.01%     0.00%  ReadStage-79     [kernel.kallsyms]  [k] page_cache_async_ra
     0.01%     0.00%  CompactionExecu  [kernel.kallsyms]  [k] do_page_cache_ra
     0.01%     0.00%  ReadStage-45     [kernel.kallsyms]  [k] get_page_from_freelist
     0.01%     0.00%  ReadStage-45     [kernel.kallsyms]  [k] __alloc_pages
     0.01%     0.00%  ReadStage-45     [kernel.kallsyms]  [k] __page_cache_alloc
     0.01%     0.00%  ReadStage-45     [kernel.kallsyms]  [k] alloc_pages
     0.01%     0.00%  ReadStage-45     [kernel.kallsyms]  [k] ondemand_readahead
     0.01%     0.00%  ReadStage-45     [kernel.kallsyms]  [k] page_cache_async_ra
     0.01%     0.01%  ReadStage-109    [kernel.kallsyms]  [k] flush_tlb_func
     0.01%     0.00%  ReadStage-109    [kernel.kallsyms]  [k] clear_page_erms
     0.01%     0.00%  ReadStage-109    [kernel.kallsyms]  [k] flush_smp_call_function_queue
     0.01%     0.01%  ReadStage-114    [kernel.kallsyms]  [k] kmem_cache_alloc
     0.01%     0.00%  ReadStage-114    [kernel.kallsyms]  [k] bio_alloc_bioset
     0.01%     0.00%  ReadStage-114    [kernel.kallsyms]  [k] bvec_alloc
     0.01%     0.01%  ReadStage-21     [kernel.kallsyms]  [k] __add_to_page_cache_locked
     0.01%     0.00%  ReadStage-27     [kernel.kallsyms]  [k] ext4_mpage_readpages
     0.01%     0.00%  ReadStage-27     [kernel.kallsyms]  [k] ext4_readahead
     0.01%     0.00%  ReadStage-122    [kernel.kallsyms]  [k] io_schedule
     0.01%     0.00%  ReadStage-122    [kernel.kallsyms]  [k] wait_on_page_bit_common
     0.01%     0.01%  ReadStage-153    [kernel.kallsyms]  [k] xas_load
     0.01%     0.00%  ReadStage-36     [kernel.kallsyms]  [k] ttwu_do_activate
     0.01%     0.00%  ReadStage-146    [kernel.kallsyms]  [k] do_set_pte
     0.01%     0.00%  ReadStage-146    [kernel.kallsyms]  [k] page_add_file_rmap
     0.01%     0.00%  ReadStage-47     [kernel.kallsyms]  [k] do_swap_page
     0.01%     0.00%  ReadStage-110    [kernel.kallsyms]  [k] ondemand_readahead
     0.01%     0.00%  ReadStage-110    [kernel.kallsyms]  [k] page_cache_async_ra
     0.01%     0.00%  ReadStage-93     [kernel.kallsyms]  [k] __schedule
     0.01%     0.00%  ReadStage-93     [kernel.kallsyms]  [k] schedule
     0.01%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] migrate_task_rq_fair
     0.01%     0.00%  ReadStage-151    [kernel.kallsyms]  [k] ext4_mpage_readpages
     0.01%     0.00%  ReadStage-151    [kernel.kallsyms]  [k] ext4_readahead
     0.01%     0.00%  ReadStage-151    [kernel.kallsyms]  [k] read_pages
     0.01%     0.00%  ReadStage-64     [kernel.kallsyms]  [k] __mod_lruvec_page_state
     0.01%     0.00%  ReadStage-64     [kernel.kallsyms]  [k] do_set_pte
     0.01%     0.00%  ReadStage-64     [kernel.kallsyms]  [k] filemap_map_pages
     0.01%     0.00%  ReadStage-64     [kernel.kallsyms]  [k] page_add_file_rmap
     0.01%     0.00%  ReadStage-82     [kernel.kallsyms]  [k] swapin_readahead
     0.01%     0.00%  ReadStage-82     [kernel.kallsyms]  [k] do_swap_page
     0.01%     0.00%  ReadStage-81     [kernel.kallsyms]  [k] get_page_from_freelist
