# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 50761234243824
#
# Children      Self  Command          Shared Object          Symbol                                          
# ........  ........  ...............  .....................  ................................................
#
     0.01%     0.00%  redis-server     [kernel.kallsyms]      [k] __softirqentry_text_start
     0.01%     0.00%  redis-server     [kernel.kallsyms]      [k] page_add_anon_rmap
     0.01%     0.01%  swapper          [kernel.kallsyms]      [k] psi_flags_change
     0.01%     0.00%  redis-server     [kernel.kallsyms]      [k] policy_node
     0.01%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] shrink_slab
     0.01%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] get_next_freq
     0.01%     0.00%  redis-server     [kernel.kallsyms]      [k] page_remove_rmap
     0.01%     0.00%  redis-server     [kernel.kallsyms]      [k] get_swap_page
     0.01%     0.00%  kcompactd1       [kernel.kallsyms]      [k] migrate_pages
     0.01%     0.00%  redis-server     [kernel.kallsyms]      [k] count_shadow_nodes
     0.01%     0.00%  redis-server     [kernel.kallsyms]      [k] remove_entity_load_avg
     0.01%     0.01%  redis-server     [kernel.kallsyms]      [k] xas_start
     0.01%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] reweight_entity
     0.01%     0.00%  swapper          [kernel.kallsyms]      [k] arch_cpu_idle_enter
     0.01%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] __calc_delta
     0.01%     0.00%  redis-server     [kernel.kallsyms]      [k] seq_read
     0.01%     0.01%  redis-server     [kernel.kallsyms]      [k] __mod_node_page_state
     0.01%     0.00%  redis-server     [kernel.kallsyms]      [k] __sysvec_call_function_single
     0.01%     0.01%  swapper          [unknown]              [.] 0000000000000000
     0.01%     0.00%  swapper          [kernel.kallsyms]      [k] next_zone
     0.01%     0.00%  kswapd1          [kernel.kallsyms]      [k] free_unref_page_commit.constprop.0
     0.01%     0.00%  redis-server     [kernel.kallsyms]      [k] generic_smp_call_function_single_interrupt
     0.01%     0.00%  redis-server     [kernel.kallsyms]      [k] try_to_unmap
     0.01%     0.01%  swapper          [kernel.kallsyms]      [k] fold_diff
     0.01%     0.01%  redis-server     [kernel.kallsyms]      [k] ptep_clear_flush_young
     0.01%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] down_read_trylock
     0.01%     0.01%  swapper          [kernel.kallsyms]      [k] switch_ldt
     0.01%     0.00%  kswapd1          [kernel.kallsyms]      [k] free_pcppages_bulk
     0.01%     0.00%  redis-server     [kernel.kallsyms]      [k] should_failslab
     0.01%     0.01%  swapper          [kernel.kallsyms]      [k] rb_erase
     0.01%     0.00%  redis-server     [kernel.kallsyms]      [k] native_set_pte
     0.01%     0.00%  redis-server     [kernel.kallsyms]      [k] seq_read_iter
     0.01%     0.00%  swapper          [kernel.kallsyms]      [k] tick_check_broadcast_expired
     0.01%     0.01%  swapper          [kernel.kallsyms]      [k] check_preempt_curr
     0.01%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] _raw_spin_trylock
     0.01%     0.01%  swapper          [kernel.kallsyms]      [k] native_read_msr
     0.01%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __zone_watermark_ok
     0.01%     0.00%  redis-server     [kernel.kallsyms]      [k] scm_recv.constprop.0
     0.01%     0.01%  swapper          [kernel.kallsyms]      [k] rcu_needs_cpu
     0.01%     0.01%  kswapd1          [kernel.kallsyms]      [k] native_queued_spin_lock_slowpath
     0.01%     0.00%  swapper          [kernel.kallsyms]      [k] hrtimer_update_next_event
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] account_process_tick
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] reweight_entity
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] native_sched_clock
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] zs_shrinker_scan
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] __sysvec_call_function_single
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __mem_cgroup_threshold
     0.00%     0.00%  redis-server     redis-check-rdb        [.] lookupKey
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] free_unref_page_list
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] queued_read_lock_slowpath
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __get_vma_policy
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __wrgsbase_inactive
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] _find_next_bit
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] tick_program_event
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __pm_relax
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __fdget
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] nohz_balance_enter_idle
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] get_swap_page
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] _raw_spin_trylock
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] _raw_write_lock_irq
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] pte_val
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] get_swap_device
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] generic_smp_call_function_single_interrupt
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] down_write_killable
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] zs_compact
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] account_process_tick
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] run_posix_cpu_timers
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] tick_nohz_idle_got_tick
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] setup_object.isra.0
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] proc_single_show
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] sched_clock_idle_sleep_event
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] pm_qos_read_value
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] proc_tgid_stat
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] arch_local_irq_disable
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] cpuidle_not_available
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] flush_smp_call_function_queue
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] compaction_alloc
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] mod_node_page_state
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] tick_program_event
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] effective_cpu_util
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] rwsem_down_write_slowpath
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] put_prev_entity
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] timerqueue_add
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __frontswap_load
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] do_task_stat
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] swap_cgroup_record
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] sugov_get_util
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] p4d_offset
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] clockevents_program_event
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] should_fail_alloc_page
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] __mem_cgroup_try_charge_swap
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] _swap_info_get
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] rcu_core_si
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] asm_sysvec_call_function_single
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] _find_next_bit
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] PageHuge
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] psi_flags_change
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]      [k] compaction_alloc
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] swap_writepage
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] pageout
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __mem_cgroup_try_charge_swap
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] intel_idle
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] __wrgsbase_inactive
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] sysvec_call_function_single
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] idr_find
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] try_to_unmap
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] page_lock_anon_vma_read
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] select_estimate_accuracy
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] ktime_get_ts64
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] cpumask_next
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] rcu_core
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] idle_cpu
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] generic_smp_call_function_single_interrupt
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] cpus_share_cache
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] queued_spin_unlock
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] lock_page_lruvec_irq
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] page_mapping
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] tick_nohz_tick_stopped
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __sysvec_call_function_single
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] unlock_page
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] bdev_write_page
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __swap_writepage
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] prep_compound_page
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] _raw_spin_lock_irq
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __remove_mapping
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] do_memsw_account
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] blkcg_rstat_flush
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] isolate_freepages_block
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] ttwu_do_activate
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] cpumask_next
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] sync_mm_rss
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] shrink_active_list
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] do_syscall_64
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] enqueue_task
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] psi_memstall_leave
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] account_system_time
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] flush_smp_call_function_queue
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] mod_node_page_state
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] account_system_index_time
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] error_return
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] change_protection
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] rcu_sched_clock_irq
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] nohz_balance_exit_idle
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] count_shadow_nodes
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] page_lock_anon_vma_read
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] blk_queue_enter
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] PageHuge
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __put_user_4
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] native_irq_return_iret
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] task_work_run
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] sched_idle_set_state
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] local_touch_nmi
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __next_zones_zonelist
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] sched_ttwu_pending
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] zram_rw_page
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] cpuidle_get_cpu_driver
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] __mod_lruvec_state
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] task_numa_work
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] native_write_msr
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] clockevents_program_event
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] kmem_cache_alloc
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] shrink_lruvec
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] change_prot_numa
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] calc_load_nohz_start
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] blk_try_enter_queue
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] mem_cgroup_charge_statistics.constprop.0
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] do_shrink_slab
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] rcu_core_si
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] skb_put
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] irqentry_enter_from_user_mode
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] try_to_unmap_one
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]      [k] isolate_freepages_block
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] workingset_age_nonresident
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] _raw_spin_lock
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] run_rebalance_domains
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] x86_pmu_enable
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] tick_do_update_jiffies64.part.0
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] page_mapping
     0.00%     0.00%  snapd            [kernel.kallsyms]      [k] __handle_mm_fault
     0.00%     0.00%  snapd            [kernel.kallsyms]      [k] asm_exc_page_fault
     0.00%     0.00%  snapd            [kernel.kallsyms]      [k] do_user_addr_fault
     0.00%     0.00%  snapd            [kernel.kallsyms]      [k] exc_page_fault
     0.00%     0.00%  snapd            [kernel.kallsyms]      [k] handle_mm_fault
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] rcu_core_si
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] get_random_u32
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __bitmap_and
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] intel_pmu_enable_all
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] page_endio
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] rcu_sched_clock_irq
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] __x64_sys_write
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] ksys_write
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] read_tsc
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] blkcg_rstat_flush
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] rcu_core
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] iov_iter_init
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] zram_bvec_rw.constprop.0
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] __remove_mapping
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] ext4_file_write_iter
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] new_sync_write
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] vfs_write
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] rcu_core
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] up_read
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] sched_clock
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] cpufreq_this_cpu_can_update
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] timerqueue_del
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] __rdgsbase_inactive
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __page_set_anon_rmap
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __swap_count
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] update_wall_time
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] radix_tree_lookup
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] idle_cpu
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] ext4_buffered_write_iter
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] native_flush_tlb_multi
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] flush_tlb_func
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] mod_lruvec_state.constprop.0
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] is_cpu_allowed
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __radix_tree_lookup
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] rb_insert_color
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] generic_perform_write
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] pgd_none
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] timekeeping_advance
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] get_next_freq
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] arch_scale_freq_tick
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] account_system_index_time
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] memset_erms
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] page_mapped
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] up_read
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] try_to_unmap_one
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] disk_start_io_acct
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] native_apic_msr_eoi_write
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] try_to_wake_up
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] timekeeping_max_deferment
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] arch_scale_freq_tick
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __resolve_freq
     0.00%     0.00%  snapd            [kernel.kallsyms]      [k] do_swap_page
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]      [k] rcu_gp_kthread
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __part_start_io_acct
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] enqueue_task_fair
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] x86_pmu_enable
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] native_irq_return_iret
     0.00%     0.00%  irqbalance       [kernel.kallsyms]      [k] asm_exc_page_fault
     0.00%     0.00%  irqbalance       [kernel.kallsyms]      [k] do_user_addr_fault
     0.00%     0.00%  irqbalance       [kernel.kallsyms]      [k] exc_page_fault
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] memset
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] account_system_time
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] on_each_cpu_cond_mask
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] hrtimer_active
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] intel_pmu_enable_all
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] set_page_dirty
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] link_path_walk.part.0
     0.00%     0.00%  irqbalance       [kernel.kallsyms]      [k] __handle_mm_fault
     0.00%     0.00%  irqbalance       [kernel.kallsyms]      [k] do_swap_page
     0.00%     0.00%  irqbalance       [kernel.kallsyms]      [k] handle_mm_fault
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] queued_read_lock_slowpath
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] alloc_empty_file
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] page_counter_try_charge
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] vfs_open
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] zs_shrinker_scan
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] sync_regs
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] arch_tlbbatch_flush
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] try_to_unmap_flush_dirty
     0.00%     0.00%  irqbalance       [kernel.kallsyms]      [k] cgroup_rstat_flush_irqsafe
     0.00%     0.00%  irqbalance       [kernel.kallsyms]      [k] mem_cgroup_flush_stats
     0.00%     0.00%  irqbalance       [kernel.kallsyms]      [k] workingset_refault
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] smp_call_function_many_cond
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] irq_work_needs_cpu
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __bitmap_andnot
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] note_gp_changes
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] native_irq_return_iret
     0.00%     0.00%  irqbalance       [kernel.kallsyms]      [k] cgroup_rstat_flush_locked
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] can_stop_idle_tick
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] zs_compact
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __cgroup_throttle_swaprate
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] put_prev_task_idle
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]      [k] rcu_gp_fqs_loop
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __alloc_file
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] calc_global_load_tick
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] __lock_text_start
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __frontswap_invalidate_page
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] tick_nohz_get_idle_calls_cpu
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] irq_enter_rcu
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] ktime_get
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] account_user_time
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] cpufreq_driver_resolve_freq
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] zs_malloc
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] _extract_crng
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] __bitmap_and
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] free_pcppages_bulk
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] free_unref_page_commit.constprop.0
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] down_read_trylock
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] attach_entity_load_avg
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] __mod_memcg_lruvec_state
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] psi_flags_change
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] up_write
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] available_idle_cpu
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] zs_shrinker_count
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] rwsem_wake.isra.0
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __update_load_avg_blocked_se
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] tick_nohz_idle_retain_tick
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] check_pte
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] queued_write_lock_slowpath
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] do_dentry_open
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] account_process_tick
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] walk_component
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __test_set_page_writeback
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] native_load_tls
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] mem_cgroup_update_lru_size
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] reweight_entity
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] end_page_writeback
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] zs_malloc
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] ptep_clear_flush_young
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] workingset_eviction
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] _warn_unseeded_randomness
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] hrtimer_active
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] __mod_memcg_state.part.0
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] mem_cgroup_calculate_protection
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] obj_malloc
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] test_clear_page_writeback
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __rdgsbase_inactive
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] mprotect_fixup
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] ____fput
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] enter_lazy_tlb
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] rcu_dynticks_eqs_exit
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] lzo1x_1_do_compress
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] crypto_comp_compress
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] lzogeneric1x_1_compress
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] lzorle1x_1_compress
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] lzorle_compress
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] zcomp_compress
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] clear_buddies
