# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 25690489329285
#
# Children      Self  Command          Shared Object          Symbol                                        
# ........  ........  ...............  .....................  ..............................................
#
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __zone_watermark_ok
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __cgroup_throttle_swaprate
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] setup_object.isra.0
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] put_page
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] radix_tree_lookup
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] remove_migration_pte
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] PageHuge
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] xas_create
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __radix_tree_lookup
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __pm_relax
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] get_next_freq
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] _raw_write_lock_irq
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] page_mapping
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __wrgsbase_inactive
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] free_unref_page_commit.constprop.0
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] hrtimer_update_next_event
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] zs_malloc
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] ___slab_alloc
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __fdget
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] __x64_sys_write
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] ksys_write
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] ext4_buffered_write_iter
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] ext4_file_write_iter
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] new_sync_write
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] vfs_write
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] pmdp_clear_flush_young
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] prep_compound_page
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] reweight_entity
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] xas_store
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __mem_cgroup_try_charge_swap
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] seq_read
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] blk_queue_enter
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] pm_qos_read_value
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] shrink_slab
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] down_write_killable
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __ptep_modify_prot_commit
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] generic_perform_write
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] _raw_read_lock
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] do_shrink_slab
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] page_mapping
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] kmem_cache_alloc
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] scm_recv.constprop.0
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] blk_try_enter_queue
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] timerqueue_add
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] run_posix_cpu_timers
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] change_protection
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] tick_program_event
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] nohz_balance_enter_idle
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] page_remove_rmap
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] page_endio
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] sort_r
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] disk_end_io_acct
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] account_system_time
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] intel_idle
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] mem_cgroup_update_lru_size
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] tick_nohz_tick_stopped
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] tick_program_event
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] seq_read_iter
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] __wrgsbase_inactive
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] rmap_walk_file
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] xas_store
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] page_lock_anon_vma_read
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] mod_node_page_state
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] mem_cgroup_id_get_online
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] zs_shrinker_scan
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] rwsem_down_write_slowpath
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] account_system_index_time
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] free_unref_page_list
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] enqueue_task
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __mem_cgroup_charge
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] sched_clock_idle_sleep_event
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] free_pcppages_bulk
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] page_cpupid_xchg_last
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] cgroup_rstat_flush_locked
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] cgroup_rstat_flush_irqsafe
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] mem_cgroup_flush_stats
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] rb_insert_color
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] do_memsw_account
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] irqentry_enter
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] should_fail_alloc_page
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] check_pte
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] zs_compact
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] clockevents_program_event
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] _find_next_bit
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] sugov_get_util
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] _find_next_bit
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] proc_single_show
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] rcu_sched_clock_irq
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] switch_ldt
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] PageHuge
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] proc_tgid_stat
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] ktime_get_ts64
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] arch_local_irq_enable
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] page_remove_rmap
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] local_touch_nmi
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] do_task_stat
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] get_shadow_from_swap_cache
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __page_set_anon_rmap
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] asm_sysvec_call_function_single
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] select_estimate_accuracy
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] sched_idle_set_state
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] iov_iter_init
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] generic_smp_call_function_single_interrupt
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] cpuidle_get_cpu_driver
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] get_random_u32
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] task_work_run
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] ttwu_do_activate
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] intel_pmu_enable_all
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0000000000000000
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] change_prot_numa
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] task_numa_work
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __part_end_io_acct
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] _raw_spin_trylock
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] nohz_balance_exit_idle
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] idle_cpu
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] x86_pmu_enable
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] pmd_pfn
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] zs_map_object
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] flush_smp_call_function_queue
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] sysvec_call_function_single
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] effective_cpu_util
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] __rdgsbase_inactive
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] clear_buddies
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] free_unref_page_commit.constprop.0
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] free_unref_page_list
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] native_set_pte
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] rcu_core_si
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] read_tsc
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] release_pages
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] irq_work_needs_cpu
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] account_system_time
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] mem_cgroup_swap_full
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] free_pcppages_bulk
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] enqueue_task_fair
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] rcu_core
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] cpufreq_this_cpu_can_update
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] native_write_msr
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] __test_set_page_writeback
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] down_read_trylock
     0.00%     0.00%  swapper          [unknown]              [.] 0000000000000000
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] native_irq_return_iret
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] try_to_wake_up
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __put_user_4
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] llist_reverse_order
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] cpus_share_cache
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] _raw_spin_lock
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] charge_memcg
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __sysvec_call_function_single
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] link_path_walk.part.0
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] mem_cgroup_get_nr_swap_pages
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] mem_cgroup_id_put_many
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] account_system_index_time
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] __mem_cgroup_uncharge_list
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] workingset_eviction
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] sync_mm_rss
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] skb_put
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __bitmap_and
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]      [k] compact_zone
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]      [k] kcompactd
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] queued_spin_unlock
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] _raw_spin_trylock
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] update_dl_rq_load_avg
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] idle_cpu
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] rcu_core_si
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] xa_load
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] xas_create_range
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] PageHuge
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] migrate_page_move_mapping
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] uncharge_batch
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] timerqueue_del
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]      [k] proactive_compact_node
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] fix_fullness_group
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]      [k] rcu_gp_kthread
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] pmdp_invalidate
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] get_page_from_freelist
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] __alloc_pages
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] alloc_pages
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] __mod_zone_page_state
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] __free_one_page
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] account_user_time
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]      [k] migrate_pages
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] rcu_core
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] arch_scale_freq_tick
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] sched_clock
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] down_read
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] zcomp_stream_get
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] anon_vma_interval_tree_iter_first
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] ktime_get
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] lock_page_lruvec_irqsave
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] enter_lazy_tlb
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] page_counter_uncharge
     0.00%     0.00%  redis-server     redis-check-rdb        [.] lookupKey
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] mprotect_fixup
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] is_cpu_allowed
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] tick_do_update_jiffies64.part.0
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] cpumask_next
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] page_add_anon_rmap
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] _raw_spin_lock_irq
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] sched_ttwu_pending
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] swap_duplicate
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] mutex_unlock
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] account_user_time
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] alloc_empty_file
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] asm_exc_page_fault
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] memset
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] cpufreq_driver_resolve_freq
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] mutex_lock
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __rdgsbase_inactive
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] rcu_sched_clock_irq
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] __lock_text_start
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] do_page_add_anon_rmap
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]      [k] rcu_gp_fqs_loop
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] change_huge_pmd
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] __bitmap_and
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] get_swap_pages
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] do_user_addr_fault
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] exc_page_fault
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] add_to_swap_cache
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] PageHuge
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __resolve_freq
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] intel_pmu_enable_all
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] x86_pmu_enable
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] propagate_protected_usage
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] update_wall_time
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] irq_enter_rcu
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] calc_load_nohz_start
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] sync_regs
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] native_irq_return_iret
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __update_load_avg_blocked_se
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] update_curr
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] __handle_mm_fault
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] handle_mm_fault
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] ext4_da_write_begin
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] psi_flags_change
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __next_zones_zonelist
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] rwsem_wake.isra.0
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] list_lru_count_one
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] timekeeping_advance
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] hrtimer_active
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] mem_cgroup_css_rstat_flush
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] swp_entry_cmp
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] native_apic_msr_eoi_write
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] p4d_offset
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __alloc_file
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] clockevents_program_event
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] tick_nohz_idle_retain_tick
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] update_dl_rq_load_avg
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] rcu_sched_clock_irq
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] run_rebalance_domains
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] update_io_ticks
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] tick_nohz_get_idle_calls_cpu
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __cgroup_account_cputime_field
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] mem_cgroup_charge_statistics.constprop.0
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] reweight_entity
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] mem_cgroup_from_id
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] page_counter_cancel
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] rcu_core_si
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] put_prev_task_idle
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] wake_up_q
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] page_referenced
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] __isolate_free_page
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] vfs_open
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] __mod_zone_page_state
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] ptep_clear_flush
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] get_next_freq
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] zs_page_migrate
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] can_stop_idle_tick
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] llist_add_batch
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] irqentry_exit
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] down_read
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] acct_account_cputime
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] _extract_crng
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] trigger_load_balance
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] rmqueue_bulk
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] up_write
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] queued_read_lock_slowpath
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] error_return
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __delete_from_swap_cache
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] irqentry_enter_from_user_mode
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] native_flush_tlb_local
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] wake_all_kswapds
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] page_mapped
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] timekeeping_max_deferment
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] migrate_misplaced_page
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __anon_vma_interval_tree_subtree_search
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] free_compound_page
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] free_transhuge_page
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] count_memcg_page_event.isra.0
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] irqentry_exit_to_user_mode
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] memcg_check_events
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] page_get_anon_vma
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] walk_component
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] rcu_core
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] __count_memcg_events
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] cpufreq_stats_record_transition
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] update_rt_rq_load_avg
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] rb_next
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] _warn_unseeded_randomness
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] rwsem_down_read_slowpath
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] do_dentry_open
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] send_call_function_single_ipi
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] rmap_walk
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] hrtimer_active
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] _raw_spin_lock
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] account_process_tick
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] pte_val
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] __frontswap_store
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] arch_scale_freq_tick
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] intel_pmu_enable_all
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] x86_pmu_enable
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] do_wp_page
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] migrate_pages
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] calc_global_load_tick
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] arch_scale_freq_tick
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] up_read
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] pte_to_swp_entry
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] acct_account_cputime
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] intel_cpufreq_update_pstate
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] native_load_tls
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] lru_note_cost_page
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] swap_cgroup_record
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] path_lookupat
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] enqueue_entity
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] native_apic_msr_eoi_write
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] unlock_page
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] lock_page_lruvec_irqsave
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __get_vma_policy
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] end_page_writeback
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] update_min_vruntime
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] _raw_spin_trylock
