# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 6K of event 'cycles'
# Event count (approx.): 7786219861781
#
# Children      Self  Command          Shared Object                       Symbol                                        
# ........  ........  ...............  ..................................  ..............................................
#
     0.02%     0.00%  Thread-109       [kernel.kallsyms]                   [k] futex_wait
     0.02%     0.00%  Thread-109       [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.02%     0.00%  Thread-109       [kernel.kallsyms]                   [k] schedule
     0.02%     0.02%  Native-Transpor  [kernel.kallsyms]                   [k] down_read_trylock
     0.02%     0.01%  ReadStage-67     [kernel.kallsyms]                   [k] add_to_page_cache_lru
     0.02%     0.02%  swapper          [kernel.kallsyms]                   [k] get_next_freq
     0.02%     0.02%  kswapd1          [kernel.kallsyms]                   [k] _raw_spin_lock_irq
     0.02%     0.00%  ReadStage-160    [kernel.kallsyms]                   [k] __do_fault
     0.02%     0.00%  ReadStage-160    [kernel.kallsyms]                   [k] __handle_mm_fault
     0.02%     0.00%  ReadStage-160    [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.02%     0.00%  ReadStage-160    [kernel.kallsyms]                   [k] do_page_cache_ra
     0.02%     0.00%  ReadStage-160    [kernel.kallsyms]                   [k] do_user_addr_fault
     0.02%     0.00%  ReadStage-160    [kernel.kallsyms]                   [k] exc_page_fault
     0.02%     0.00%  ReadStage-160    [kernel.kallsyms]                   [k] filemap_fault
     0.02%     0.00%  ReadStage-160    [kernel.kallsyms]                   [k] handle_mm_fault
     0.02%     0.00%  ReadStage-160    [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.02%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] asm_sysvec_apic_timer_interrupt
     0.02%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] sysvec_apic_timer_interrupt
     0.02%     0.02%  ReadStage-93     [kernel.kallsyms]                   [k] clear_page_erms
     0.02%     0.00%  ReadStage-93     [kernel.kallsyms]                   [k] __alloc_pages
     0.02%     0.00%  ReadStage-93     [kernel.kallsyms]                   [k] __do_fault
     0.02%     0.00%  ReadStage-93     [kernel.kallsyms]                   [k] __handle_mm_fault
     0.02%     0.00%  ReadStage-93     [kernel.kallsyms]                   [k] __page_cache_alloc
     0.02%     0.00%  ReadStage-93     [kernel.kallsyms]                   [k] alloc_pages
     0.02%     0.00%  ReadStage-93     [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.02%     0.00%  ReadStage-93     [kernel.kallsyms]                   [k] do_user_addr_fault
     0.02%     0.00%  ReadStage-93     [kernel.kallsyms]                   [k] exc_page_fault
     0.02%     0.00%  ReadStage-93     [kernel.kallsyms]                   [k] filemap_fault
     0.02%     0.00%  ReadStage-93     [kernel.kallsyms]                   [k] get_page_from_freelist
     0.02%     0.00%  ReadStage-93     [kernel.kallsyms]                   [k] handle_mm_fault
     0.02%     0.00%  ReadStage-93     [kernel.kallsyms]                   [k] ondemand_readahead
     0.02%     0.00%  ReadStage-93     [kernel.kallsyms]                   [k] page_cache_async_ra
     0.02%     0.00%  ReadStage-93     [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.02%     0.02%  cluster1-nio-wo  [kernel.kallsyms]                   [k] update_curr
     0.02%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] mempool_free
     0.02%     0.02%  CompactionExecu  [kernel.kallsyms]                   [k] __next_zones_zonelist
     0.02%     0.00%  ReadStage-67     [kernel.kallsyms]                   [k] do_page_cache_ra
     0.02%     0.00%  swapper          [kernel.kallsyms]                   [k] newidle_balance
     0.02%     0.02%  Native-Transpor  [kernel.kallsyms]                   [k] cpufreq_this_cpu_can_update
     0.02%     0.01%  ReadStage-41     [kernel.kallsyms]                   [k] __handle_mm_fault
     0.02%     0.00%  ReadStage-41     [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.02%     0.00%  ReadStage-41     [kernel.kallsyms]                   [k] do_user_addr_fault
     0.02%     0.00%  ReadStage-41     [kernel.kallsyms]                   [k] exc_page_fault
     0.02%     0.00%  ReadStage-41     [kernel.kallsyms]                   [k] handle_mm_fault
     0.02%     0.00%  ReadStage-77     [kernel.kallsyms]                   [k] __alloc_pages
     0.02%     0.00%  ReadStage-77     [kernel.kallsyms]                   [k] __page_cache_alloc
     0.02%     0.00%  ReadStage-77     [kernel.kallsyms]                   [k] alloc_pages
     0.02%     0.00%  ReadStage-77     [kernel.kallsyms]                   [k] get_page_from_freelist
     0.02%     0.01%  ReadStage-26     [kernel.kallsyms]                   [k] add_to_page_cache_lru
     0.02%     0.02%  ReadStage-112    [kernel.kallsyms]                   [k] _find_next_bit
     0.02%     0.00%  ReadStage-112    [kernel.kallsyms]                   [k] __x64_sys_futex
     0.02%     0.00%  ReadStage-112    [kernel.kallsyms]                   [k] do_futex
     0.02%     0.00%  ReadStage-112    [kernel.kallsyms]                   [k] do_syscall_64
     0.02%     0.00%  ReadStage-112    [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.02%     0.00%  ReadStage-112    [kernel.kallsyms]                   [k] futex_wake
     0.02%     0.00%  ReadStage-112    [kernel.kallsyms]                   [k] select_task_rq_fair
     0.02%     0.00%  ReadStage-112    [kernel.kallsyms]                   [k] wake_up_q
     0.02%     0.00%  ReadStage-50     [kernel.kallsyms]                   [k] add_to_page_cache_lru
     0.02%     0.00%  ReadStage-50     [kernel.kallsyms]                   [k] do_page_cache_ra
     0.02%     0.00%  ReadStage-50     [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.02%     0.02%  epollEventLoopG  [kernel.kallsyms]                   [k] memset_erms
     0.02%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] __do_fault
     0.02%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] __handle_mm_fault
     0.02%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.02%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] do_user_addr_fault
     0.02%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] exc_page_fault
     0.02%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] ext4_mpage_readpages
     0.02%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] ext4_readahead
     0.02%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] filemap_fault
     0.02%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] handle_mm_fault
     0.02%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.02%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] read_pages
     0.02%     0.02%  swapper          [kernel.kallsyms]                   [k] __lock_text_start
     0.02%     0.02%  kworker/34:2-mm  [kernel.kallsyms]                   [k] native_queued_spin_lock_slowpath
     0.02%     0.00%  kworker/34:2-mm  [kernel.kallsyms]                   [k] _raw_spin_lock
     0.02%     0.00%  kworker/34:2-mm  [kernel.kallsyms]                   [k] drain_local_pages_wq
     0.02%     0.00%  kworker/34:2-mm  [kernel.kallsyms]                   [k] drain_pages_zone
     0.02%     0.00%  kworker/34:2-mm  [kernel.kallsyms]                   [k] free_pcppages_bulk
     0.02%     0.00%  kworker/34:2-mm  [kernel.kallsyms]                   [k] kthread
     0.02%     0.00%  kworker/34:2-mm  [kernel.kallsyms]                   [k] process_one_work
     0.02%     0.00%  kworker/34:2-mm  [kernel.kallsyms]                   [k] ret_from_fork
     0.02%     0.00%  kworker/34:2-mm  [kernel.kallsyms]                   [k] worker_thread
     0.02%     0.00%  ReadStage-92     [kernel.kallsyms]                   [k] do_page_cache_ra
     0.02%     0.00%  ReadStage-33     [kernel.kallsyms]                   [k] do_syscall_64
     0.02%     0.00%  ReadStage-33     [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.02%     0.02%  ReadStage-21     [kernel.kallsyms]                   [k] __add_to_page_cache_locked
     0.02%     0.00%  ReadStage-21     [kernel.kallsyms]                   [k] add_to_page_cache_lru
     0.02%     0.00%  ReadStage-21     [kernel.kallsyms]                   [k] do_page_cache_ra
     0.02%     0.02%  ReadStage-44     [kernel.kallsyms]                   [k] futex_wake
     0.02%     0.00%  ReadStage-146    [kernel.kallsyms]                   [k] __do_fault
     0.02%     0.00%  ReadStage-146    [kernel.kallsyms]                   [k] __handle_mm_fault
     0.02%     0.00%  ReadStage-146    [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.02%     0.00%  ReadStage-146    [kernel.kallsyms]                   [k] do_user_addr_fault
     0.02%     0.00%  ReadStage-146    [kernel.kallsyms]                   [k] exc_page_fault
     0.02%     0.00%  ReadStage-146    [kernel.kallsyms]                   [k] filemap_fault
     0.02%     0.00%  ReadStage-146    [kernel.kallsyms]                   [k] handle_mm_fault
     0.02%     0.00%  ReadStage-146    [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.02%     0.02%  ReadStage-96     [kernel.kallsyms]                   [k] xas_load
     0.02%     0.00%  ReadStage-96     [kernel.kallsyms]                   [k] filemap_map_pages
     0.02%     0.00%  ReadStage-96     [kernel.kallsyms]                   [k] xas_find
     0.02%     0.02%  perf             [kernel.kallsyms]                   [k] kthread_is_per_cpu
     0.02%     0.00%  perf             [kernel.kallsyms]                   [k] is_cpu_allowed
     0.02%     0.00%  swapper          [kernel.kallsyms]                   [k] nvme_unmap_data.part.0
     0.02%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] __sysvec_call_function_single
     0.02%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] asm_sysvec_call_function_single
     0.02%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] sysvec_call_function_single
     0.02%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] mempool_alloc
     0.02%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] mempool_kmalloc
     0.02%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] __mem_cgroup_charge
     0.02%     0.02%  ReadStage-2      [kernel.kallsyms]                   [k] _raw_spin_lock_irqsave
     0.02%     0.00%  ReadStage-2      [kernel.kallsyms]                   [k] futex_wake
     0.02%     0.00%  ReadStage-2      [kernel.kallsyms]                   [k] migrate_task_rq_fair
     0.02%     0.00%  ReadStage-2      [kernel.kallsyms]                   [k] remove_entity_load_avg
     0.02%     0.00%  ReadStage-2      [kernel.kallsyms]                   [k] set_task_cpu
     0.02%     0.00%  ReadStage-2      [kernel.kallsyms]                   [k] try_to_wake_up
     0.02%     0.00%  ReadStage-2      [kernel.kallsyms]                   [k] wake_up_q
     0.02%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] __ext4_get_inode_loc
     0.02%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] __getblk_gfp
     0.02%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] ext4_get_inode_loc
     0.02%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] ext4_reserve_inode_write
     0.02%     0.02%  ReadStage-33     [kernel.kallsyms]                   [k] clear_page_erms
     0.02%     0.00%  ReadStage-33     [kernel.kallsyms]                   [k] __alloc_pages
     0.02%     0.00%  ReadStage-33     [kernel.kallsyms]                   [k] __page_cache_alloc
     0.02%     0.00%  ReadStage-33     [kernel.kallsyms]                   [k] alloc_pages
     0.02%     0.00%  ReadStage-33     [kernel.kallsyms]                   [k] get_page_from_freelist
     0.02%     0.00%  ReadStage-33     [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.02%     0.01%  epollEventLoopG  [kernel.kallsyms]                   [k] tcp_current_mss
     0.02%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] tcp_send_mss
     0.02%     0.00%  ReadStage-27     [kernel.kallsyms]                   [k] __do_fault
     0.02%     0.00%  ReadStage-27     [kernel.kallsyms]                   [k] __handle_mm_fault
     0.02%     0.00%  ReadStage-27     [kernel.kallsyms]                   [k] add_to_page_cache_lru
     0.02%     0.00%  ReadStage-27     [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.02%     0.00%  ReadStage-27     [kernel.kallsyms]                   [k] do_page_cache_ra
     0.02%     0.00%  ReadStage-27     [kernel.kallsyms]                   [k] do_user_addr_fault
     0.02%     0.00%  ReadStage-27     [kernel.kallsyms]                   [k] exc_page_fault
     0.02%     0.00%  ReadStage-27     [kernel.kallsyms]                   [k] filemap_fault
     0.02%     0.00%  ReadStage-27     [kernel.kallsyms]                   [k] handle_mm_fault
     0.02%     0.00%  ReadStage-27     [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.02%     0.02%  epollEventLoopG  [kernel.kallsyms]                   [k] ktime_get_with_offset
     0.02%     0.02%  ReadStage-66     [kernel.kallsyms]                   [k] lock_page_memcg
     0.02%     0.00%  ReadStage-66     [kernel.kallsyms]                   [k] do_set_pte
     0.02%     0.00%  ReadStage-66     [kernel.kallsyms]                   [k] filemap_map_pages
     0.02%     0.00%  ReadStage-66     [kernel.kallsyms]                   [k] page_add_file_rmap
     0.02%     0.02%  swapper          [kernel.kallsyms]                   [k] rcu_dynticks_eqs_exit
     0.02%     0.02%  Thread-123       [kernel.kallsyms]                   [k] __schedule
     0.02%     0.00%  Thread-123       [kernel.kallsyms]                   [k] schedule
     0.02%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] update_blocked_averages
     0.02%     0.02%  ReadStage-39     [kernel.kallsyms]                   [k] __schedule
     0.02%     0.00%  ReadStage-39     [kernel.kallsyms]                   [k] futex_wait
     0.02%     0.00%  ReadStage-39     [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.02%     0.00%  ReadStage-39     [kernel.kallsyms]                   [k] schedule
     0.02%     0.02%  swapper          [kernel.kallsyms]                   [k] iterate_groups
     0.02%     0.02%  kworker/0:1-eve  [kernel.kallsyms]                   [k] __mod_memcg_state.part.0
     0.02%     0.00%  kworker/0:1-eve  [kernel.kallsyms]                   [k] __mod_lruvec_state
     0.02%     0.00%  kworker/0:1-eve  [kernel.kallsyms]                   [k] __pagevec_lru_add
     0.02%     0.00%  kworker/0:1-eve  [kernel.kallsyms]                   [k] kthread
     0.02%     0.00%  kworker/0:1-eve  [kernel.kallsyms]                   [k] lru_add_drain_cpu
     0.02%     0.00%  kworker/0:1-eve  [kernel.kallsyms]                   [k] lru_add_drain_per_cpu
     0.02%     0.00%  kworker/0:1-eve  [kernel.kallsyms]                   [k] lru_gen_add_page
     0.02%     0.00%  kworker/0:1-eve  [kernel.kallsyms]                   [k] process_one_work
     0.02%     0.00%  kworker/0:1-eve  [kernel.kallsyms]                   [k] ret_from_fork
     0.02%     0.00%  kworker/0:1-eve  [kernel.kallsyms]                   [k] worker_thread
     0.02%     0.02%  ReadStage-152    [kernel.kallsyms]                   [k] irq_exit_rcu
     0.02%     0.00%  ReadStage-152    [kernel.kallsyms]                   [k] asm_sysvec_call_function
     0.02%     0.00%  ReadStage-152    [kernel.kallsyms]                   [k] sysvec_call_function
     0.02%     0.02%  ReadStage-18     [kernel.kallsyms]                   [k] update_curr
     0.02%     0.00%  ReadStage-18     [kernel.kallsyms]                   [k] dequeue_entity
     0.02%     0.00%  ReadStage-18     [kernel.kallsyms]                   [k] dequeue_task
     0.02%     0.00%  ReadStage-18     [kernel.kallsyms]                   [k] dequeue_task_fair
     0.02%     0.02%  ReadStage-48     [kernel.kallsyms]                   [k] __add_to_page_cache_locked
     0.02%     0.00%  ReadStage-48     [kernel.kallsyms]                   [k] PageHuge
     0.02%     0.00%  ReadStage-48     [kernel.kallsyms]                   [k] add_to_page_cache_lru
     0.02%     0.02%  Thread-93        [kernel.kallsyms]                   [k] psi_group_change
     0.02%     0.00%  Thread-93        [kernel.kallsyms]                   [k] __schedule
     0.02%     0.00%  Thread-93        [kernel.kallsyms]                   [k] psi_task_switch
     0.02%     0.02%  ReadStage-58     [kernel.kallsyms]                   [k] get_page_from_freelist
     0.02%     0.00%  ReadStage-58     [kernel.kallsyms]                   [k] __alloc_pages
     0.02%     0.00%  ReadStage-58     [kernel.kallsyms]                   [k] alloc_pages
     0.02%     0.02%  NonPeriodicTask  [kernel.kallsyms]                   [k] ___pte_free_tlb
     0.02%     0.00%  NonPeriodicTask  [kernel.kallsyms]                   [k] free_pgd_range
     0.02%     0.00%  NonPeriodicTask  [kernel.kallsyms]                   [k] free_pgtables
     0.02%     0.00%  perf             [kernel.kallsyms]                   [k] dequeue_entity
     0.02%     0.00%  perf             [kernel.kallsyms]                   [k] dequeue_task_fair
     0.02%     0.01%  ReadStage-20     [kernel.kallsyms]                   [k] __add_to_page_cache_locked
     0.02%     0.00%  ReadStage-20     [kernel.kallsyms]                   [k] add_to_page_cache_lru
     0.02%     0.00%  ReadStage-20     [kernel.kallsyms]                   [k] ondemand_readahead
     0.02%     0.00%  ReadStage-20     [kernel.kallsyms]                   [k] page_cache_async_ra
     0.02%     0.02%  kswapd0          [kernel.kallsyms]                   [k] free_pcp_prepare
     0.02%     0.00%  ReadStage-40     [kernel.kallsyms]                   [k] __x64_sys_futex
     0.02%     0.00%  ReadStage-40     [kernel.kallsyms]                   [k] do_futex
     0.02%     0.00%  ReadStage-40     [kernel.kallsyms]                   [k] do_syscall_64
     0.02%     0.00%  ReadStage-40     [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.02%     0.02%  swapper          [kernel.kallsyms]                   [k] bio_advance
     0.02%     0.02%  Native-Transpor  liblz4-java-2712287190439355844.so  [.] LZ4_decompress_safe
     0.02%     0.01%  ReadStage-49     [kernel.kallsyms]                   [k] add_to_page_cache_lru
     0.02%     0.02%  ReadStage-88     [kernel.kallsyms]                   [k] release_pages
     0.02%     0.00%  ReadStage-88     [kernel.kallsyms]                   [k] __pagevec_lru_add
     0.02%     0.00%  ReadStage-88     [kernel.kallsyms]                   [k] add_to_page_cache_lru
     0.02%     0.00%  ReadStage-88     [kernel.kallsyms]                   [k] lru_cache_add
     0.02%     0.02%  Native-Transpor  [kernel.kallsyms]                   [k] plist_add
     0.02%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] __ext4_journal_start_sb
     0.02%     0.01%  ReadStage-29     [kernel.kallsyms]                   [k] enqueue_entity
     0.02%     0.00%  ReadStage-29     [kernel.kallsyms]                   [k] enqueue_task_fair
     0.02%     0.02%  swapper          [kernel.kallsyms]                   [k] select_task_rq_fair
     0.02%     0.00%  ReadStage-142    [kernel.kallsyms]                   [k] do_syscall_64
     0.02%     0.00%  ReadStage-142    [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.02%     0.02%  MutationStage-7  [kernel.kallsyms]                   [k] native_queued_spin_lock_slowpath
     0.02%     0.00%  MutationStage-7  [kernel.kallsyms]                   [k] __x64_sys_futex
     0.02%     0.00%  MutationStage-7  [kernel.kallsyms]                   [k] _raw_spin_lock
     0.02%     0.00%  MutationStage-7  [kernel.kallsyms]                   [k] do_futex
     0.02%     0.00%  MutationStage-7  [kernel.kallsyms]                   [k] do_syscall_64
     0.02%     0.00%  MutationStage-7  [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.02%     0.00%  MutationStage-7  [kernel.kallsyms]                   [k] futex_wake
     0.02%     0.00%  MutationStage-7  [kernel.kallsyms]                   [k] try_to_wake_up
     0.02%     0.00%  MutationStage-7  [kernel.kallsyms]                   [k] wake_up_q
     0.02%     0.02%  ReadStage-96     [kernel.kallsyms]                   [k] ext4_inode_block_valid
     0.02%     0.00%  ReadStage-96     [kernel.kallsyms]                   [k] __check_block_validity.constprop.0
     0.02%     0.02%  ReadStage-10     [kernel.kallsyms]                   [k] __next_zones_zonelist
     0.02%     0.00%  ReadStage-10     [kernel.kallsyms]                   [k] __alloc_pages
     0.02%     0.00%  ReadStage-10     [kernel.kallsyms]                   [k] __do_fault
     0.02%     0.00%  ReadStage-10     [kernel.kallsyms]                   [k] __page_cache_alloc
     0.02%     0.00%  ReadStage-10     [kernel.kallsyms]                   [k] alloc_pages
     0.02%     0.00%  ReadStage-10     [kernel.kallsyms]                   [k] do_page_cache_ra
     0.02%     0.00%  ReadStage-10     [kernel.kallsyms]                   [k] filemap_fault
     0.02%     0.00%  ReadStage-10     [kernel.kallsyms]                   [k] get_page_from_freelist
     0.02%     0.00%  ReadStage-10     [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.02%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] asm_sysvec_reschedule_ipi
     0.02%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] sysvec_reschedule_ipi
     0.02%     0.02%  kworker/u96:0-e  [kernel.kallsyms]                   [k] _raw_spin_lock_irqsave
     0.02%     0.00%  kworker/u96:0-e  [kernel.kallsyms]                   [k] ext4_end_io_rsv_work
     0.02%     0.00%  kworker/u96:0-e  [kernel.kallsyms]                   [k] ext4_finish_bio
     0.02%     0.00%  kworker/u96:0-e  [kernel.kallsyms]                   [k] ext4_release_io_end
     0.02%     0.00%  kworker/u96:0-e  [kernel.kallsyms]                   [k] kthread
     0.02%     0.00%  kworker/u96:0-e  [kernel.kallsyms]                   [k] process_one_work
     0.02%     0.00%  kworker/u96:0-e  [kernel.kallsyms]                   [k] ret_from_fork
     0.02%     0.00%  kworker/u96:0-e  [kernel.kallsyms]                   [k] worker_thread
     0.02%     0.00%  Thread-34        [kernel.kallsyms]                   [k] __schedule
     0.02%     0.00%  Thread-34        [kernel.kallsyms]                   [k] __x64_sys_futex
     0.02%     0.00%  Thread-34        [kernel.kallsyms]                   [k] do_futex
     0.02%     0.00%  Thread-34        [kernel.kallsyms]                   [k] do_syscall_64
     0.02%     0.00%  Thread-34        [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.02%     0.00%  Thread-34        [kernel.kallsyms]                   [k] futex_wait
     0.02%     0.00%  Thread-34        [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.02%     0.00%  Thread-34        [kernel.kallsyms]                   [k] schedule
     0.02%     0.02%  NonPeriodicTask  [kernel.kallsyms]                   [k] native_irq_return_iret
     0.02%     0.02%  ReadStage-82     [kernel.kallsyms]                   [k] find_vma
     0.02%     0.00%  ReadStage-82     [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.02%     0.00%  ReadStage-82     [kernel.kallsyms]                   [k] do_user_addr_fault
     0.02%     0.00%  ReadStage-82     [kernel.kallsyms]                   [k] exc_page_fault
     0.02%     0.02%  kworker/u97:1-w  [unknown]                           [.] 0000000000000000
     0.02%     0.00%  kworker/u97:1-w  [kernel.kallsyms]                   [k] __blk_queue_split
     0.02%     0.00%  kworker/u97:1-w  [kernel.kallsyms]                   [k] __submit_bio
     0.02%     0.00%  kworker/u97:1-w  [kernel.kallsyms]                   [k] __writeback_inodes_wb
     0.02%     0.00%  kworker/u97:1-w  [kernel.kallsyms]                   [k] __writeback_single_inode
     0.02%     0.00%  kworker/u97:1-w  [kernel.kallsyms]                   [k] blk_mq_submit_bio
     0.02%     0.00%  kworker/u97:1-w  [kernel.kallsyms]                   [k] do_writepages
     0.02%     0.00%  kworker/u97:1-w  [kernel.kallsyms]                   [k] ext4_bio_write_page
     0.02%     0.00%  kworker/u97:1-w  [kernel.kallsyms]                   [k] ext4_writepages
     0.02%     0.00%  kworker/u97:1-w  [kernel.kallsyms]                   [k] kthread
     0.02%     0.00%  kworker/u97:1-w  [kernel.kallsyms]                   [k] mpage_submit_page
     0.02%     0.00%  kworker/u97:1-w  [kernel.kallsyms]                   [k] process_one_work
     0.02%     0.00%  kworker/u97:1-w  [kernel.kallsyms]                   [k] ret_from_fork
     0.02%     0.00%  kworker/u97:1-w  [kernel.kallsyms]                   [k] submit_bio
     0.02%     0.00%  kworker/u97:1-w  [kernel.kallsyms]                   [k] submit_bio_noacct
     0.02%     0.00%  kworker/u97:1-w  [kernel.kallsyms]                   [k] wb_workfn
     0.02%     0.00%  kworker/u97:1-w  [kernel.kallsyms]                   [k] wb_writeback
     0.02%     0.00%  kworker/u97:1-w  [kernel.kallsyms]                   [k] worker_thread
     0.02%     0.00%  kworker/u97:1-w  [kernel.kallsyms]                   [k] writeback_sb_inodes
     0.02%     0.02%  swapper          [kernel.kallsyms]                   [k] timerqueue_del
     0.02%     0.02%  ReadStage-76     [kernel.kallsyms]                   [k] flush_smp_call_function_queue
     0.02%     0.00%  ReadStage-76     [kernel.kallsyms]                   [k] __sysvec_call_function
     0.02%     0.00%  ReadStage-76     [kernel.kallsyms]                   [k] asm_sysvec_call_function
     0.02%     0.00%  ReadStage-76     [kernel.kallsyms]                   [k] generic_smp_call_function_single_interrupt
     0.02%     0.00%  ReadStage-76     [kernel.kallsyms]                   [k] sysvec_call_function
     0.02%     0.02%  Thread-99        libc.so.6                           [.] 0x00000000000951b5
     0.02%     0.00%  Thread-99        [kernel.kallsyms]                   [k] __entry_text_start
     0.02%     0.01%  perf             [kernel.kallsyms]                   [k] enqueue_entity
     0.02%     0.02%  CompactionExecu  [kernel.kallsyms]                   [k] _raw_spin_lock
     0.02%     0.02%  swapper          [kernel.kallsyms]                   [k] rcu_dynticks_inc
     0.02%     0.02%  Thread-33        [kernel.kallsyms]                   [k] save_fpregs_to_fpstate
     0.02%     0.02%  ReadStage-79     [kernel.kallsyms]                   [k] __count_memcg_events
     0.02%     0.00%  perf             [kernel.kallsyms]                   [k] __x64_sys_ioctl
     0.02%     0.02%  kswapd1          [kernel.kallsyms]                   [k] __cond_resched
     0.02%     0.02%  Thread-80        [kernel.kallsyms]                   [k] __restore_fpregs_from_fpstate
     0.02%     0.00%  Thread-80        [kernel.kallsyms]                   [k] do_syscall_64
     0.02%     0.00%  Thread-80        [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.02%     0.00%  Thread-80        [kernel.kallsyms]                   [k] exit_to_user_mode_prepare
     0.02%     0.00%  Thread-80        [kernel.kallsyms]                   [k] switch_fpu_return
     0.02%     0.00%  Thread-80        [kernel.kallsyms]                   [k] syscall_exit_to_user_mode
     0.02%     0.02%  Thread-56        [kernel.kallsyms]                   [k] __restore_fpregs_from_fpstate
     0.02%     0.00%  Thread-56        [kernel.kallsyms]                   [k] do_syscall_64
     0.02%     0.00%  Thread-56        [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.02%     0.00%  Thread-56        [kernel.kallsyms]                   [k] exit_to_user_mode_prepare
     0.02%     0.00%  Thread-56        [kernel.kallsyms]                   [k] switch_fpu_return
     0.02%     0.00%  Thread-56        [kernel.kallsyms]                   [k] syscall_exit_to_user_mode
     0.02%     0.02%  ReadStage-54     [kernel.kallsyms]                   [k] clear_page_erms
     0.02%     0.00%  ReadStage-54     [kernel.kallsyms]                   [k] __alloc_pages
     0.02%     0.00%  ReadStage-54     [kernel.kallsyms]                   [k] __do_fault
     0.02%     0.00%  ReadStage-54     [kernel.kallsyms]                   [k] __handle_mm_fault
     0.02%     0.00%  ReadStage-54     [kernel.kallsyms]                   [k] __page_cache_alloc
     0.02%     0.00%  ReadStage-54     [kernel.kallsyms]                   [k] alloc_pages
     0.02%     0.00%  ReadStage-54     [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.02%     0.00%  ReadStage-54     [kernel.kallsyms]                   [k] do_page_cache_ra
     0.02%     0.00%  ReadStage-54     [kernel.kallsyms]                   [k] do_user_addr_fault
     0.02%     0.00%  ReadStage-54     [kernel.kallsyms]                   [k] exc_page_fault
     0.02%     0.00%  ReadStage-54     [kernel.kallsyms]                   [k] filemap_fault
     0.02%     0.00%  ReadStage-54     [kernel.kallsyms]                   [k] get_page_from_freelist
     0.02%     0.00%  ReadStage-54     [kernel.kallsyms]                   [k] handle_mm_fault
     0.02%     0.00%  ReadStage-54     [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.02%     0.02%  ReadStage-37     [kernel.kallsyms]                   [k] bio_associate_blkg_from_css
