# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 25143269676548
#
# Children      Self  Command          Shared Object          Symbol                                          
# ........  ........  ...............  .....................  ................................................
#
     0.02%     0.01%  swapper          [kernel.kallsyms]      [k] __hrtimer_next_event_base
     0.02%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] cpufreq_driver_fast_switch
     0.02%     0.02%  redis-server     [kernel.kallsyms]      [k] llist_add_batch
     0.02%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] run_rebalance_domains
     0.02%     0.00%  kswapd1          [kernel.kallsyms]      [k] add_to_swap
     0.02%     0.00%  kcompactd1       [kernel.kallsyms]      [k] move_to_new_page
     0.02%     0.00%  kswapd0          [kernel.kallsyms]      [k] get_swap_page
     0.02%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __remove_mapping
     0.02%     0.02%  redis-server     [kernel.kallsyms]      [k] maybe_add_creds
     0.02%     0.00%  kcompactd1       [kernel.kallsyms]      [k] try_to_migrate
     0.02%     0.00%  swapper          [kernel.kallsyms]      [k] find_busiest_group
     0.02%     0.02%  swapper          [kernel.kallsyms]      [k] native_write_msr
     0.02%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] cpuacct_charge
     0.02%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] intel_cpufreq_fast_switch
     0.02%     0.01%  redis-server     [kernel.kallsyms]      [k] update_cfs_group
     0.02%     0.01%  redis-server     [kernel.kallsyms]      [k] swap_cgroup_record
     0.02%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __handle_mm_fault
     0.02%     0.01%  redis-server     [kernel.kallsyms]      [k] zone_watermark_ok
     0.02%     0.01%  redis-server     [kernel.kallsyms]      [k] __delete_from_swap_cache
     0.02%     0.00%  kcompactd0       [kernel.kallsyms]      [k] try_to_migrate
     0.02%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] page_lock_anon_vma_read
     0.02%     0.02%  swapper          [kernel.kallsyms]      [k] update_sd_lb_stats.constprop.0
     0.02%     0.01%  redis-server     [kernel.kallsyms]      [k] should_numa_migrate_memory
     0.02%     0.02%  redis-server     [kernel.kallsyms]      [k] isolate_lru_pages
     0.02%     0.01%  redis-server     [kernel.kallsyms]      [k] lru_note_cost
     0.02%     0.01%  redis-server     [kernel.kallsyms]      [k] kmalloc_slab
     0.02%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] __switch_to
     0.02%     0.02%  memtier_benchma  [unknown]              [.] 0000000000000000
     0.02%     0.01%  redis-server     [kernel.kallsyms]      [k] anon_vma_interval_tree_iter_first
     0.02%     0.00%  kcompactd0       [kernel.kallsyms]      [k] try_to_migrate_one
     0.02%     0.00%  kcompactd1       [kernel.kallsyms]      [k] migrate_page
     0.02%     0.02%  redis-server     [kernel.kallsyms]      [k] fpregs_assert_state_consistent
     0.02%     0.00%  swapper          [kernel.kallsyms]      [k] sched_clock_cpu
     0.02%     0.00%  kcompactd1       [kernel.kallsyms]      [k] try_to_migrate_one
     0.02%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] save_fpregs_to_fpstate
     0.02%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] shrink_active_list
     0.02%     0.02%  redis-server     [kernel.kallsyms]      [k] mem_cgroup_id_get_online
     0.02%     0.02%  redis-server     [kernel.kallsyms]      [k] aa_file_perm
     0.02%     0.01%  redis-server     [kernel.kallsyms]      [k] send_call_function_single_ipi
     0.02%     0.01%  kswapd0          [kernel.kallsyms]      [k] move_pages_to_lru
     0.02%     0.01%  redis-server     [kernel.kallsyms]      [k] security_socket_recvmsg
     0.02%     0.00%  redis-server     [kernel.kallsyms]      [k] idr_find
     0.02%     0.02%  swapper          [unknown]              [.] 0000000000000000
     0.02%     0.02%  redis-server     [kernel.kallsyms]      [k] mutex_unlock
     0.02%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] put_pid
     0.02%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] finish_task_switch.isra.0
     0.02%     0.00%  redis-server     [kernel.kallsyms]      [k] ttwu_do_wakeup
     0.02%     0.01%  redis-server     [kernel.kallsyms]      [k] pud_val
     0.02%     0.00%  redis-server     [kernel.kallsyms]      [k] compaction_suitable
     0.02%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] page_referenced_one
     0.02%     0.00%  kcompactd1       [kernel.kallsyms]      [k] compaction_alloc
     0.02%     0.02%  redis-server     [kernel.kallsyms]      [k] check_stack_object
     0.02%     0.00%  kswapd0          [kernel.kallsyms]      [k] __remove_mapping
     0.02%     0.02%  redis-server     [kernel.kallsyms]      [k] fsnotify_perm.part.0
     0.02%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] __update_load_avg_se
     0.02%     0.01%  redis-server     [kernel.kallsyms]      [k] __test_set_page_writeback
     0.02%     0.00%  kcompactd0       [kernel.kallsyms]      [k] move_to_new_page
     0.02%     0.00%  swapper          [kernel.kallsyms]      [k] sugov_update_single_freq
     0.02%     0.00%  kcompactd0       [kernel.kallsyms]      [k] migrate_page
     0.02%     0.01%  swapper          [kernel.kallsyms]      [k] perf_event_task_tick
     0.02%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] __restore_fpregs_from_fpstate
     0.02%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] memcg_check_events
     0.02%     0.00%  kcompactd0       [kernel.kallsyms]      [k] compaction_alloc
     0.02%     0.01%  redis-server     [kernel.kallsyms]      [k] pmd_pfn
     0.02%     0.00%  redis-server     [kernel.kallsyms]      [k] apparmor_socket_sendmsg
     0.02%     0.02%  redis-server     [kernel.kallsyms]      [k] llist_reverse_order
     0.02%     0.00%  kswapd0          [kernel.kallsyms]      [k] __mem_cgroup_try_charge_swap
     0.02%     0.02%  swapper          [kernel.kallsyms]      [k] _raw_spin_lock_irqsave
     0.02%     0.00%  kcompactd1       [kernel.kallsyms]      [k] ptep_clear_flush
     0.02%     0.01%  redis-server     [kernel.kallsyms]      [k] lock_page_lruvec_irq
     0.02%     0.00%  kswapd0          [kernel.kallsyms]      [k] page_referenced_one
     0.02%     0.01%  redis-server     [kernel.kallsyms]      [k] __frontswap_load
     0.02%     0.01%  kswapd0          [kernel.kallsyms]      [k] isolate_lru_pages
     0.02%     0.01%  redis-server     [kernel.kallsyms]      [k] sugov_update_single_freq
     0.02%     0.00%  redis-server     [kernel.kallsyms]      [k] end_page_writeback
     0.02%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] page_vma_mapped_walk
     0.02%     0.00%  redis-server     [kernel.kallsyms]      [k] radix_tree_lookup
     0.02%     0.00%  kcompactd0       [kernel.kallsyms]      [k] ptep_clear_flush
     0.01%     0.01%  redis-server     [kernel.kallsyms]      [k] __radix_tree_lookup
     0.01%     0.00%  kcompactd0       [kernel.kallsyms]      [k] flush_tlb_mm_range
     0.01%     0.00%  kcompactd0       [kernel.kallsyms]      [k] native_flush_tlb_multi
     0.01%     0.00%  kcompactd0       [kernel.kallsyms]      [k] on_each_cpu_cond_mask
     0.01%     0.01%  redis-server     [kernel.kallsyms]      [k] _swap_info_get
     0.01%     0.01%  redis-server     [kernel.kallsyms]      [k] update_curr
     0.01%     0.00%  kswapd1          [kernel.kallsyms]      [k] get_swap_page
     0.01%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] queued_write_lock_slowpath
     0.01%     0.01%  kcompactd0       [kernel.kallsyms]      [k] smp_call_function_many_cond
     0.01%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] perf_event_task_tick
     0.01%     0.00%  kcompactd1       [kernel.kallsyms]      [k] flush_tlb_mm_range
     0.01%     0.01%  swapper          [kernel.kallsyms]      [k] update_blocked_averages
     0.01%     0.01%  swapper          [kernel.kallsyms]      [k] native_sched_clock
     0.01%     0.00%  kswapd0          [kernel.kallsyms]      [k] shrink_active_list
     0.01%     0.00%  kcompactd1       [kernel.kallsyms]      [k] native_flush_tlb_multi
     0.01%     0.01%  redis-server     [kernel.kallsyms]      [k] get_partial_node.part.0
     0.01%     0.00%  redis-server     [kernel.kallsyms]      [k] sort
     0.01%     0.01%  redis-server     redis-check-rdb        [.] dictFind
     0.01%     0.01%  swapper          [kernel.kallsyms]      [k] need_update
     0.01%     0.00%  redis-server     [kernel.kallsyms]      [k] move_pages_to_lru
     0.01%     0.01%  redis-server     [kernel.kallsyms]      [k] xas_start
     0.01%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] __mod_zone_page_state
     0.01%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] pick_next_task_idle
     0.01%     0.00%  kswapd1          [kernel.kallsyms]      [k] crypto_comp_compress
     0.01%     0.00%  kswapd1          [kernel.kallsyms]      [k] lzorle1x_1_compress
     0.01%     0.00%  kswapd1          [kernel.kallsyms]      [k] lzorle_compress
     0.01%     0.00%  kswapd1          [kernel.kallsyms]      [k] zcomp_compress
     0.01%     0.00%  redis-server     [kernel.kallsyms]      [k] shrink_slab
     0.01%     0.00%  kcompactd1       [kernel.kallsyms]      [k] on_each_cpu_cond_mask
     0.01%     0.01%  redis-server     [kernel.kallsyms]      [k] native_irq_return_iret
     0.01%     0.01%  redis-server     [kernel.kallsyms]      [k] unlock_page
     0.01%     0.00%  redis-server     [kernel.kallsyms]      [k] mod_lruvec_state.constprop.0
     0.01%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] task_tick_fair
     0.01%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] __kmalloc_node
     0.01%     0.00%  redis-server     [kernel.kallsyms]      [k] __compaction_suitable
     0.01%     0.00%  redis-server     [kernel.kallsyms]      [k] check_preempt_curr
     0.01%     0.01%  redis-server     [kernel.kallsyms]      [k] __frontswap_store
     0.01%     0.01%  redis-server     [kernel.kallsyms]      [k] page_mapping
     0.01%     0.01%  redis-server     [kernel.kallsyms]      [k] entry_SYSCALL_64_safe_stack
     0.01%     0.01%  kcompactd1       [kernel.kallsyms]      [k] smp_call_function_many_cond
     0.01%     0.01%  redis-server     [kernel.kallsyms]      [k] arch_local_save_flags
     0.01%     0.01%  redis-server     [kernel.kallsyms]      [k] __ptep_modify_prot_commit
     0.01%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] down_read_trylock
     0.01%     0.01%  redis-server     [kernel.kallsyms]      [k] __x86_indirect_thunk_rax
     0.01%     0.00%  swapper          [kernel.kallsyms]      [k] rcu_idle_exit
     0.01%     0.01%  redis-server     [kernel.kallsyms]      [k] PageHuge
     0.01%     0.00%  redis-server     [kernel.kallsyms]      [k] __smp_call_single_queue
     0.01%     0.00%  redis-server     [kernel.kallsyms]      [k] test_clear_page_writeback
     0.01%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] native_write_msr
     0.01%     0.00%  kswapd1          [kernel.kallsyms]      [k] rmap_walk
     0.01%     0.01%  redis-server     [kernel.kallsyms]      [k] update_rq_clock
     0.01%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] update_blocked_averages
     0.01%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] __update_idle_core
     0.01%     0.00%  redis-server     [kernel.kallsyms]      [k] set_page_dirty
     0.01%     0.01%  redis-server     [kernel.kallsyms]      [k] security_socket_getpeersec_dgram
     0.01%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] __update_load_avg_cfs_rq
     0.01%     0.01%  redis-server     [kernel.kallsyms]      [k] __update_load_avg_cfs_rq
     0.01%     0.00%  kcompactd1       [kernel.kallsyms]      [k] split_map_pages
     0.01%     0.00%  kswapd1          [kernel.kallsyms]      [k] rmap_walk_anon
     0.01%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] update_rq_clock
     0.01%     0.01%  redis-server     [kernel.kallsyms]      [k] populate_seccomp_data
     0.01%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] __switch_to_asm
     0.01%     0.00%  redis-server     [kernel.kallsyms]      [k] set_task_cpu
     0.01%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] alloc_pages_vma
     0.01%     0.00%  redis-server     [kernel.kallsyms]      [k] memcg_alloc_page_obj_cgroups
     0.01%     0.01%  swapper          [kernel.kallsyms]      [k] pick_next_entity
     0.01%     0.01%  redis-server     [kernel.kallsyms]      [k] __put_user_nocheck_4
     0.01%     0.00%  kcompactd1       [kernel.kallsyms]      [k] post_alloc_hook
     0.01%     0.00%  swapper          [kernel.kallsyms]      [k] hrtimer_reprogram
     0.01%     0.01%  swapper          [kernel.kallsyms]      [k] rb_next
     0.01%     0.01%  kswapd0          [kernel.kallsyms]      [k] workingset_age_nonresident
     0.01%     0.01%  redis-server     [kernel.kallsyms]      [k] __update_load_avg_se
     0.01%     0.00%  kworker/u98:2-f  [kernel.kallsyms]      [k] page_lock_anon_vma_read
     0.01%     0.01%  swapper          [kernel.kallsyms]      [k] update_rq_clock
     0.01%     0.01%  redis-server     [kernel.kallsyms]      [k] __put_user_nocheck_8
     0.01%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] zs_malloc
     0.01%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] arch_local_irq_disable
     0.01%     0.00%  kswapd1          [kernel.kallsyms]      [k] lzogeneric1x_1_compress
     0.01%     0.00%  kswapd0          [kernel.kallsyms]      [k] try_to_unmap
     0.01%     0.01%  kswapd1          [kernel.kallsyms]      [k] lzo1x_1_do_compress
     0.01%     0.01%  swapper          [kernel.kallsyms]      [k] llist_reverse_order
     0.01%     0.01%  kcompactd1       [kernel.kallsyms]      [k] copy_page
     0.01%     0.01%  redis-server     [kernel.kallsyms]      [k] _raw_read_lock
     0.01%     0.00%  swapper          [kernel.kallsyms]      [k] get_next_timer_interrupt
     0.01%     0.01%  redis-server     [kernel.kallsyms]      [k] get_swap_device
     0.01%     0.00%  redis-server     [kernel.kallsyms]      [k] sched_clock_cpu
     0.01%     0.00%  swapper          [kernel.kallsyms]      [k] cpufreq_driver_fast_switch
     0.01%     0.01%  redis-server     [kernel.kallsyms]      [k] sort_r
     0.01%     0.01%  redis-server     [kernel.kallsyms]      [k] native_flush_tlb_local
     0.01%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] _raw_spin_lock_irq
     0.01%     0.01%  redis-server     [kernel.kallsyms]      [k] wait_for_unix_gc
     0.01%     0.01%  swapper          [kernel.kallsyms]      [k] nr_iowait_cpu
     0.01%     0.00%  kworker/u98:2-f  [kernel.kallsyms]      [k] __mod_lruvec_state
     0.01%     0.01%  kcompactd1       [kernel.kallsyms]      [k] clear_page_erms
     0.01%     0.00%  redis-server     [kernel.kallsyms]      [k] migrate_task_rq_fair
     0.01%     0.00%  swapper          [kernel.kallsyms]      [k] cpuidle_reflect
     0.01%     0.00%  kcompactd0       [kernel.kallsyms]      [k] split_map_pages
     0.01%     0.01%  redis-server     [kernel.kallsyms]      [k] resched_curr
     0.01%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] __page_cache_release
     0.01%     0.01%  swapper          [kernel.kallsyms]      [k] menu_reflect
     0.01%     0.01%  redis-server     [kernel.kallsyms]      [k] __kmalloc_node
     0.01%     0.00%  kswapd1          [kernel.kallsyms]      [k] shrink_slab
     0.01%     0.00%  kswapd1          [kernel.kallsyms]      [k] __mem_cgroup_try_charge_swap
     0.01%     0.01%  swapper          [kernel.kallsyms]      [k] lapic_next_deadline
     0.01%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] iterate_groups
     0.01%     0.00%  swapper          [kernel.kallsyms]      [k] hrtimer_cancel
     0.01%     0.00%  swapper          [kernel.kallsyms]      [k] intel_cpufreq_fast_switch
     0.01%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] skb_put
     0.01%     0.01%  swapper          [kernel.kallsyms]      [k] ktime_get
     0.01%     0.00%  kswapd1          [kernel.kallsyms]      [k] do_shrink_slab
     0.01%     0.01%  swapper          [kernel.kallsyms]      [k] rcu_eqs_exit.constprop.0
     0.01%     0.01%  redis-server     [kernel.kallsyms]      [k] irqentry_enter
     0.01%     0.01%  redis-server     [kernel.kallsyms]      [k] arch_local_irq_enable
     0.01%     0.01%  kswapd0          [kernel.kallsyms]      [k] workingset_eviction
     0.01%     0.01%  redis-server     [kernel.kallsyms]      [k] xas_store
     0.01%     0.01%  swapper          [kernel.kallsyms]      [k] rcu_eqs_enter.constprop.0
     0.01%     0.01%  swapper          [kernel.kallsyms]      [k] read_tsc
     0.01%     0.01%  redis-server     [kernel.kallsyms]      [k] perf_event_task_tick
     0.01%     0.01%  swapper          [kernel.kallsyms]      [k] memchr_inv
     0.01%     0.00%  kcompactd0       [kernel.kallsyms]      [k] post_alloc_hook
     0.01%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] obj_malloc
     0.01%     0.01%  kworker/u98:2-f  [kernel.kallsyms]      [k] count_memcg_page_event.isra.0
     0.01%     0.01%  swapper          [kernel.kallsyms]      [k] __update_load_avg_cfs_rq
     0.01%     0.01%  redis-server     [kernel.kallsyms]      [k] put_pid
     0.01%     0.01%  swapper          [kernel.kallsyms]      [k] _find_next_bit
     0.01%     0.01%  redis-server     [kernel.kallsyms]      [k] mod_node_page_state
     0.01%     0.01%  kswapd0          [kernel.kallsyms]      [k] _raw_spin_lock
     0.01%     0.00%  kswapd0          [kernel.kallsyms]      [k] try_to_unmap_one
     0.01%     0.00%  redis-server     [kernel.kallsyms]      [k] __x64_sys_openat
     0.01%     0.00%  kswapd0          [kernel.kallsyms]      [k] zs_malloc
     0.01%     0.01%  redis-server     [kernel.kallsyms]      [k] update_cfs_rq_h_load
     0.01%     0.00%  kswapd1          [kernel.kallsyms]      [k] __remove_mapping
     0.01%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] memset
     0.01%     0.00%  redis-server     [kernel.kallsyms]      [k] do_sys_openat2
     0.01%     0.00%  swapper          [kernel.kallsyms]      [k] hrtimer_try_to_cancel.part.0
     0.01%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] rebalance_domains
     0.01%     0.00%  kcompactd0       [kernel.kallsyms]      [k] migrate_page_copy
     0.01%     0.01%  redis-server     [kernel.kallsyms]      [k] release_pages
     0.01%     0.00%  kcompactd0       [kernel.kallsyms]      [k] migrate_page_states
     0.01%     0.01%  redis-server     [kernel.kallsyms]      [k] __cpuset_node_allowed
     0.01%     0.01%  kswapd0          [kernel.kallsyms]      [k] page_counter_try_charge
     0.01%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] workingset_eviction
     0.01%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] sched_clock_cpu
     0.01%     0.01%  kswapd0          [kernel.kallsyms]      [k] memset_erms
     0.01%     0.00%  kswapd0          [kernel.kallsyms]      [k] shrink_slab
     0.01%     0.01%  redis-server     [kernel.kallsyms]      [k] apparmor_socket_getpeersec_dgram
     0.01%     0.01%  kcompactd0       [kernel.kallsyms]      [k] clear_page_erms
     0.01%     0.00%  swapper          [kernel.kallsyms]      [k] __remove_hrtimer
     0.01%     0.01%  redis-server     [kernel.kallsyms]      [k] native_sched_clock
     0.01%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] put_prev_task_fair
     0.01%     0.00%  redis-server     [kernel.kallsyms]      [k] swap_duplicate
     0.01%     0.00%  kswapd1          [kernel.kallsyms]      [k] _raw_spin_lock
     0.01%     0.00%  redis-server     [kernel.kallsyms]      [k] lru_note_cost_page
     0.01%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] add_to_swap_cache
     0.01%     0.00%  swapper          [kernel.kallsyms]      [k] finish_task_switch.isra.0
     0.01%     0.01%  redis-server     [kernel.kallsyms]      [k] ep_done_scan
     0.01%     0.00%  kcompactd1       [kernel.kallsyms]      [k] migrate_page_copy
     0.01%     0.01%  swapper          [kernel.kallsyms]      [k] iterate_groups
     0.01%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] __delete_from_swap_cache
     0.01%     0.01%  redis-server     [kernel.kallsyms]      [k] mem_cgroup_get_nr_swap_pages
     0.01%     0.00%  kcompactd1       [kernel.kallsyms]      [k] __put_page
     0.01%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __x64_sys_mprotect
     0.01%     0.00%  redis-server     [kernel.kallsyms]      [k] do_shrink_slab
     0.01%     0.01%  redis-server     [kernel.kallsyms]      [k] mem_cgroup_id_put_many
     0.01%     0.00%  kswapd1          [kernel.kallsyms]      [k] zs_shrinker_scan
     0.01%     0.00%  kswapd0          [kernel.kallsyms]      [k] do_shrink_slab
     0.01%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] trigger_load_balance
     0.01%     0.01%  swapper          [kernel.kallsyms]      [k] rcu_dynticks_inc
     0.01%     0.01%  kswapd0          [kernel.kallsyms]      [k] page_vma_mapped_walk
     0.01%     0.00%  kcompactd1       [kernel.kallsyms]      [k] migrate_page_states
     0.01%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] do_mprotect_pkey
     0.01%     0.00%  kswapd1          [kernel.kallsyms]      [k] zs_compact
     0.01%     0.00%  kswapd0          [kernel.kallsyms]      [k] __mod_lruvec_state
     0.01%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] update_min_vruntime
     0.01%     0.01%  kswapd1          [kernel.kallsyms]      [k] native_queued_spin_lock_slowpath
     0.01%     0.01%  kcompactd0       [kernel.kallsyms]      [k] copy_page
     0.01%     0.01%  redis-server     [kernel.kallsyms]      [k] native_write_msr
     0.01%     0.01%  swapper          [kernel.kallsyms]      [k] cpuidle_governor_latency_req
     0.01%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] native_read_msr
     0.01%     0.00%  redis-server     [kernel.kallsyms]      [k] do_filp_open
     0.01%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] up_read
     0.01%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] account_process_tick
     0.01%     0.00%  redis-server     [kernel.kallsyms]      [k] path_openat
     0.01%     0.01%  kworker/u98:2-f  [kernel.kallsyms]      [k] _raw_spin_lock
     0.01%     0.00%  kswapd0          [kernel.kallsyms]      [k] __mod_lruvec_page_state
     0.01%     0.01%  kswapd0          [kernel.kallsyms]      [k] native_queued_spin_lock_slowpath
     0.01%     0.01%  redis-server     [kernel.kallsyms]      [k] xas_create
     0.01%     0.01%  swapper          [kernel.kallsyms]      [k] psi_flags_change
     0.01%     0.00%  redis-server     [kernel.kallsyms]      [k] kmem_cache_alloc
     0.01%     0.01%  kworker/u98:2-f  [kernel.kallsyms]      [k] down_read_trylock
     0.01%     0.00%  redis-server     [kernel.kallsyms]      [k] x2apic_send_IPI
     0.01%     0.01%  redis-server     [kernel.kallsyms]      [k] policy_nodemask
     0.01%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] get_random_u32
     0.01%     0.01%  redis-server     [kernel.kallsyms]      [k] ptep_clear_flush
     0.01%     0.00%  kworker/u98:2-f  [kernel.kallsyms]      [k] cgroup_rstat_updated
     0.01%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __mod_lruvec_page_state
     0.01%     0.00%  kworker/u98:2-f  [kernel.kallsyms]      [k] __mod_memcg_lruvec_state
     0.01%     0.00%  kswapd0          [kernel.kallsyms]      [k] add_to_swap_cache
     0.01%     0.00%  kswapd1          [kernel.kallsyms]      [k] free_unref_page_commit.constprop.0
     0.01%     0.01%  kworker/u98:2-f  [kernel.kallsyms]      [k] up_read
     0.01%     0.00%  kswapd1          [kernel.kallsyms]      [k] try_to_unmap
     0.01%     0.01%  redis-server     [kernel.kallsyms]      [k] native_apic_msr_eoi_write
     0.01%     0.01%  kworker/u98:2-f  [kernel.kallsyms]      [k] ptep_clear_flush_young
     0.01%     0.00%  redis-server     [kernel.kallsyms]      [k] policy_node
     0.01%     0.00%  redis-server     [kernel.kallsyms]      [k] native_set_pte
     0.01%     0.01%  redis-server     [kernel.kallsyms]      [k] down_read
     0.01%     0.00%  swapper          [kernel.kallsyms]      [k] rcu_idle_enter
     0.01%     0.00%  swapper          [kernel.kallsyms]      [k] hrtimer_get_next_event
     0.01%     0.00%  kswapd1          [kernel.kallsyms]      [k] page_referenced
     0.01%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] native_sched_clock
     0.01%     0.01%  redis-server     [kernel.kallsyms]      [k] xas_clear_mark
     0.01%     0.01%  redis-server     [kernel.kallsyms]      [k] mem_cgroup_update_lru_size
     0.01%     0.00%  redis-server     [kernel.kallsyms]      [k] __fdget
     0.01%     0.01%  swapper          [kernel.kallsyms]      [k] get_cpu_device
     0.01%     0.00%  redis-server     [kernel.kallsyms]      [k] irq_exit_rcu
     0.01%     0.00%  redis-server     [kernel.kallsyms]      [k] native_send_call_func_single_ipi
     0.01%     0.00%  kswapd1          [kernel.kallsyms]      [k] free_pcppages_bulk
     0.01%     0.00%  swapper          [kernel.kallsyms]      [k] ttwu_do_wakeup
     0.01%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] mem_cgroup_id_get_online
     0.01%     0.01%  swapper          [kernel.kallsyms]      [k] tsc_verify_tsc_adjust
     0.01%     0.01%  redis-server     [kernel.kallsyms]      [k] free_pcp_prepare
     0.01%     0.00%  kcompactd0       [kernel.kallsyms]      [k] __put_page
     0.01%     0.00%  kcompactd1       [kernel.kallsyms]      [k] __mem_cgroup_uncharge
     0.01%     0.01%  redis-server     [kernel.kallsyms]      [k] read_tsc
     0.01%     0.00%  kswapd0          [kernel.kallsyms]      [k] page_endio
     0.01%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] free_unref_page_list
     0.01%     0.00%  kswapd0          [kernel.kallsyms]      [k] __mod_memcg_state.part.0
     0.01%     0.00%  swapper          [kernel.kallsyms]      [k] update_cfs_group
     0.01%     0.00%  redis-server     [kernel.kallsyms]      [k] __cgroup_throttle_swaprate
     0.01%     0.00%  kcompactd1       [kernel.kallsyms]      [k] uncharge_batch
     0.01%     0.00%  kswapd0          [kernel.kallsyms]      [k] end_page_writeback
     0.01%     0.00%  redis-server     [kernel.kallsyms]      [k] pte_val
     0.01%     0.00%  redis-server     [kernel.kallsyms]      [k] disk_start_io_acct
     0.01%     0.00%  kswapd1          [kernel.kallsyms]      [k] try_to_unmap_one
     0.01%     0.01%  redis-server     [kernel.kallsyms]      [k] mem_cgroup_swap_full
     0.01%     0.00%  kswapd0          [kernel.kallsyms]      [k] cgroup_rstat_updated
     0.01%     0.00%  redis-server     [kernel.kallsyms]      [k] reweight_entity
     0.01%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] __mem_cgroup_threshold
     0.01%     0.01%  redis-server     [kernel.kallsyms]      [k] arch_local_irq_disable
     0.01%     0.00%  redis-server     [kernel.kallsyms]      [k] __part_start_io_acct
     0.01%     0.01%  swapper          [kernel.kallsyms]      [k] __update_load_avg_se
     0.01%     0.00%  perf             [kernel.kallsyms]      [k] do_syscall_64
     0.01%     0.00%  perf             [kernel.kallsyms]      [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  swapper          [kernel.kallsyms]      [k] tick_nohz_tick_stopped
     0.01%     0.01%  redis-server     [kernel.kallsyms]      [k] queued_read_lock_slowpath
     0.01%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] get_partial_node.part.0
     0.01%     0.00%  kworker/u98:2-f  [kernel.kallsyms]      [k] PageHuge
     0.01%     0.00%  redis-server     [kernel.kallsyms]      [k] account_process_tick
     0.01%     0.00%  swapper          [kernel.kallsyms]      [k] _nohz_idle_balance.constprop.0.isra.0
     0.01%     0.01%  kworker/u98:2-f  [kernel.kallsyms]      [k] page_mapping
     0.01%     0.01%  redis-server     [kernel.kallsyms]      [k] zswap_frontswap_store
     0.01%     0.00%  redis-server     [kernel.kallsyms]      [k] queued_spin_unlock
     0.01%     0.00%  kcompactd1       [kernel.kallsyms]      [k] mem_cgroup_migrate
     0.01%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __frontswap_store
