# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 383K of event 'cycles'
# Event count (approx.): 14121811632793
#
# Children      Self  Command          Shared Object          Symbol                                                                
# ........  ........  ...............  .....................  ......................................................................
#
     0.04%     0.04%  swapper          [kernel.kallsyms]      [k] __update_load_avg_se
     0.04%     0.04%  memcached        libevent-2.1.so.6.0.2  [.] 0x0000000000024b58
     0.04%     0.04%  memtier_benchma  [vdso]                 [.] __vdso_gettimeofday
     0.04%     0.04%  memtier_benchma  memtier_benchmark      [.] _ZN6client14create_requestE7timevalj
     0.04%     0.04%  memcached        memcached              [.] 0x0000000000022352
     0.04%     0.04%  swapper          [kernel.kallsyms]      [k] tick_check_broadcast_expired
     0.04%     0.04%  memcached        libevent-2.1.so.6.0.2  [.] 0x000000000002f8a8
     0.04%     0.00%  memcached        [kernel.kallsyms]      [k] wake_up_q
     0.04%     0.04%  memtier_benchma  [kernel.kallsyms]      [k] skb_set_owner_w
     0.04%     0.04%  memcached        [kernel.kallsyms]      [k] scm_recv.constprop.0
     0.04%     0.04%  memcached        libevent-2.1.so.6.0.2  [.] 0x0000000000024af0
     0.04%     0.01%  swapper          [kernel.kallsyms]      [k] tick_irq_enter
     0.04%     0.00%  kswapd0          [kernel.kallsyms]      [k] asm_sysvec_apic_timer_interrupt
     0.04%     0.00%  swapper          [kernel.kallsyms]      [k] rebalance_domains
     0.04%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] x86_pmu_disable_all
     0.04%     0.04%  swapper          [kernel.kallsyms]      [k] irq_work_needs_cpu
     0.04%     0.02%  memcached        [kernel.kallsyms]      [k] wake_affine_weight
     0.04%     0.00%  swapper          [kernel.kallsyms]      [k] tick_nohz_irq_exit
     0.04%     0.04%  memtier_benchma  [kernel.kallsyms]      [k] entry_SYSCALL_64_safe_stack
     0.04%     0.04%  memcached        [kernel.kallsyms]      [k] is_cpu_allowed
     0.04%     0.04%  memtier_benchma  libevent-2.1.so.6.0.2  [.] 0x0000000000020491
     0.04%     0.04%  memcached        memcached              [.] 0x0000000000013211
     0.04%     0.04%  memcached        [kernel.kallsyms]      [k] __calc_delta
     0.04%     0.00%  swapper          [kernel.kallsyms]      [k] rcu_sched_clock_irq
     0.04%     0.02%  kswapd0          [kernel.kallsyms]      [k] page_lock_anon_vma_read
     0.04%     0.04%  memtier_benchma  libevent-2.1.so.6.0.2  [.] bufferevent_decref_and_unlock_
     0.04%     0.03%  memcached        [kernel.kallsyms]      [k] memset
     0.04%     0.04%  memtier_benchma  libevent-2.1.so.6.0.2  [.] bufferevent_incref_and_lock_
     0.04%     0.04%  memcached        libevent-2.1.so.6.0.2  [.] 0x000000000002f8a6
     0.04%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] wake_affine_weight
     0.04%     0.04%  memtier_benchma  [kernel.kallsyms]      [k] __check_heap_object
     0.04%     0.02%  memcached        [kernel.kallsyms]      [k] swap_cgroup_record
     0.04%     0.00%  memcached        [kernel.kallsyms]      [k] xas_find
     0.04%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] migrate_task_rq_fair
     0.04%     0.04%  kswapd0          [kernel.kallsyms]      [k] lru_gen_eviction
     0.04%     0.01%  swapper          [kernel.kallsyms]      [k] amd_pmu_wait_on_overflow
     0.04%     0.04%  memtier_benchma  libevent-2.1.so.6.0.2  [.] evbuffer_unfreeze
     0.04%     0.04%  swapper          [kernel.kallsyms]      [k] can_stop_idle_tick
     0.04%     0.04%  memtier_benchma  libevent-2.1.so.6.0.2  [.] 0x000000000001eddf
     0.04%     0.04%  memcached        libevent-2.1.so.6.0.2  [.] event_changelist_remove_all_
     0.04%     0.01%  swapper          [kernel.kallsyms]      [k] load_balance
     0.04%     0.04%  memcached        memcached              [.] 0x000000000000ae72
     0.04%     0.00%  kswapd0          [kernel.kallsyms]      [k] sysvec_apic_timer_interrupt
     0.04%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __irq_exit_rcu
     0.04%     0.04%  memcached        memcached              [.] 0x000000000001e9f4
     0.04%     0.04%  memtier_benchma  libevent-2.1.so.6.0.2  [.] bufferevent_get_read_max_
     0.04%     0.00%  swapper          [kernel.kallsyms]      [k] rcu_pending
     0.04%     0.04%  swapper          [kernel.kallsyms]      [k] sched_idle_set_state
     0.04%     0.00%  kswapd0          [kernel.kallsyms]      [k] __sysvec_apic_timer_interrupt
     0.04%     0.00%  kswapd0          [kernel.kallsyms]      [k] hrtimer_interrupt
     0.04%     0.01%  memcached        [kernel.kallsyms]      [k] task_tick_fair
     0.04%     0.00%  kswapd0          [kernel.kallsyms]      [k] __activate_page.part.0
     0.04%     0.00%  memcached        [kernel.kallsyms]      [k] import_iovec
     0.04%     0.04%  memcached        [kernel.kallsyms]      [k] __list_add_valid
     0.04%     0.04%  memtier_benchma  libevent-2.1.so.6.0.2  [.] bufferevent_decrement_write_buckets_
     0.04%     0.04%  memcached        [kernel.kallsyms]      [k] native_apic_mem_write
     0.04%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] cpumask_next_wrap
     0.04%     0.04%  memtier_benchma  memtier_benchmark      [.] _ZN16shard_connection13fill_pipelineEv
     0.04%     0.04%  memcached        libpthread-2.28.so     [.] __pthread_mutex_unlock
     0.04%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] switch_mm_irqs_off
     0.04%     0.04%  memcached        memcached              [.] 0x0000000000015b76
     0.04%     0.02%  memcached        [kernel.kallsyms]      [k] cpumask_next_wrap
     0.04%     0.01%  memcached        [kernel.kallsyms]      [k] add_to_swap_cache
     0.03%     0.00%  memcached        [kernel.kallsyms]      [k] __softirqentry_text_start
     0.03%     0.00%  swapper          [kernel.kallsyms]      [k] __sysvec_call_function_single
     0.03%     0.03%  memtier_benchma  libevent-2.1.so.6.0.2  [.] 0x00000000000113e9
     0.03%     0.03%  swapper          [kernel.kallsyms]      [k] check_cpu_stall
     0.03%     0.00%  kswapd0          [kernel.kallsyms]      [k] free_pcppages_bulk
     0.03%     0.00%  memcached        [kernel.kallsyms]      [k] sort_page
     0.03%     0.02%  memcached        [kernel.kallsyms]      [k] sock_recvmsg
     0.03%     0.03%  kswapd0          [kernel.kallsyms]      [k] native_queued_spin_lock_slowpath.part.0
     0.03%     0.01%  swapper          [kernel.kallsyms]      [k] enqueue_entity
     0.03%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] is_cpu_allowed
     0.03%     0.03%  memcached        [kernel.kallsyms]      [k] _raw_read_unlock_irqrestore
     0.03%     0.01%  memcached        [kernel.kallsyms]      [k] __import_iovec
     0.03%     0.03%  memtier_benchma  libc-2.28.so           [.] __GI___ioctl
     0.03%     0.00%  kswapd0          [kernel.kallsyms]      [k] __hrtimer_run_queues
     0.03%     0.00%  kswapd0          [kernel.kallsyms]      [k] __run_hrtimer
     0.03%     0.03%  memtier_benchma  libc-2.28.so           [.] __libc_enable_asynccancel
     0.03%     0.03%  memcached        [kernel.kallsyms]      [k] __lock_text_start
     0.03%     0.00%  kswapd0          [kernel.kallsyms]      [k] cpumask_any_but
     0.03%     0.03%  swapper          [kernel.kallsyms]      [k] rcu_dynticks_eqs_enter
     0.03%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] check_stack_object
     0.03%     0.02%  memcached        [kernel.kallsyms]      [k] wait_for_unix_gc
     0.03%     0.03%  memcached        [kernel.kallsyms]      [k] zs_unmap_object
     0.03%     0.03%  memcached        memcached              [.] 0x0000000000016e60
     0.03%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] __list_add_valid
     0.03%     0.00%  memcached        [kernel.kallsyms]      [k] swap_writepage
     0.03%     0.03%  memtier_benchma  memtier_benchmark      [.] _ZN6client15handle_responseEj7timevalP7requestP17protocol_response
     0.03%     0.03%  memcached        libc-2.28.so           [.] __libc_disable_asynccancel
     0.03%     0.03%  kswapd0          [kernel.kallsyms]      [k] __frontswap_store
     0.03%     0.03%  memtier_benchma  libevent-2.1.so.6.0.2  [.] 0x000000000002f330
     0.03%     0.03%  memcached        memcached              [.] 0x0000000000014820
     0.03%     0.03%  memcached        libevent-2.1.so.6.0.2  [.] 0x0000000000020491
     0.03%     0.03%  memcached        [kernel.kallsyms]      [k] update_min_vruntime
     0.03%     0.00%  kswapd0          [kernel.kallsyms]      [k] tick_sched_timer
     0.03%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] scm_recv.constprop.0
     0.03%     0.03%  memcached        [kernel.kallsyms]      [k] _swap_info_get
     0.03%     0.03%  memcached        libevent-2.1.so.6.0.2  [.] 0x000000000001fa41
     0.03%     0.00%  kswapd0          [kernel.kallsyms]      [k] do_shrink_slab
     0.03%     0.03%  memcached        [kernel.kallsyms]      [k] mem_cgroup_id_put_many
     0.03%     0.01%  kswapd0          [kernel.kallsyms]      [k] end_page_writeback
     0.03%     0.02%  kswapd0          [kernel.kallsyms]      [k] __mod_memcg_lruvec_state
     0.03%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __softirqentry_text_start
     0.03%     0.01%  memcached        [kernel.kallsyms]      [k] migrate_task_rq_fair
     0.03%     0.03%  swapper          [kernel.kallsyms]      [k] switch_ldt
     0.03%     0.03%  memcached        [kernel.kallsyms]      [k] populate_seccomp_data
     0.03%     0.03%  memcached        libevent-2.1.so.6.0.2  [.] 0x00000000000249d2
     0.03%     0.03%  memtier_benchma  libc-2.28.so           [.] __memmove_avx_unaligned
     0.03%     0.03%  memcached        [vdso]                 [.] 0x00000000000008fe
     0.03%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] update_min_vruntime
     0.03%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] sysvec_reschedule_ipi
     0.03%     0.03%  memcached        [kernel.kallsyms]      [k] __check_heap_object
     0.03%     0.01%  memcached        [kernel.kallsyms]      [k] asm_sysvec_call_function_single
     0.03%     0.03%  memtier_benchma  libevent-2.1.so.6.0.2  [.] 0x0000000000024b58
     0.03%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] _raw_read_unlock_irqrestore
     0.03%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] put_prev_entity
     0.03%     0.03%  swapper          [kernel.kallsyms]      [k] rb_erase
     0.03%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] __list_del_entry_valid
     0.03%     0.03%  memcached        [kernel.kallsyms]      [k] xas_clear_mark
     0.03%     0.03%  swapper          [kernel.kallsyms]      [k] amd_pmu_addr_offset
     0.03%     0.03%  memtier_benchma  libevent-2.1.so.6.0.2  [.] evbuffer_remove
     0.03%     0.00%  kswapd0          [kernel.kallsyms]      [k] get_swap_pages
     0.03%     0.03%  swapper          [kernel.kallsyms]      [k] cpuidle_select
     0.03%     0.03%  swapper          [kernel.kallsyms]      [k] ktime_get_update_offsets_now
     0.03%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] __lock_text_start
     0.03%     0.03%  kswapd0          [kernel.kallsyms]      [k] __free_one_page
     0.03%     0.03%  memcached        memcached              [.] 0x000000000000b654
     0.03%     0.02%  swapper          [kernel.kallsyms]      [k] menu_reflect
     0.03%     0.03%  memcached        [kernel.kallsyms]      [k] __secure_computing
     0.03%     0.01%  memcached        [kernel.kallsyms]      [k] sysvec_reschedule_ipi
     0.03%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] sock_recvmsg
     0.03%     0.01%  swapper          [kernel.kallsyms]      [k] arch_cpu_idle_enter
     0.03%     0.00%  kswapd0          [kernel.kallsyms]      [k] __test_set_page_writeback
     0.03%     0.03%  memcached        memcached              [.] 0x000000000001932a
     0.03%     0.01%  kswapd0          [kernel.kallsyms]      [k] xas_store
     0.03%     0.00%  kswapd0          [kernel.kallsyms]      [k] update_process_times
     0.03%     0.00%  kswapd0          [kernel.kallsyms]      [k] tick_sched_handle
     0.03%     0.03%  kswapd0          [kernel.kallsyms]      [k] zs_unmap_object
     0.03%     0.00%  kswapd0          [kernel.kallsyms]      [k] shrink_slab
     0.03%     0.03%  memcached        [kernel.kallsyms]      [k] xas_start
     0.03%     0.03%  memtier_benchma  memtier_benchmark      [.] _ZN16shard_connection16send_get_commandEP7timevalPKcij
     0.03%     0.03%  memtier_benchma  libevent-2.1.so.6.0.2  [.] evbuffer_read_setup_vecs_
     0.03%     0.00%  swapper          [kernel.kallsyms]      [k] find_busiest_group
     0.03%     0.03%  swapper          [kernel.kallsyms]      [k] rcu_eqs_enter.constprop.0
     0.03%     0.03%  memcached        [kernel.kallsyms]      [k] entry_SYSCALL_64_safe_stack
     0.03%     0.03%  memtier_benchma  libc-2.28.so           [.] epoll_ctl
     0.03%     0.03%  memtier_benchma  libevent-2.1.so.6.0.2  [.] 0x0000000000024af0
     0.03%     0.03%  memcached        [kernel.kallsyms]      [k] amd_pmu_addr_offset
     0.03%     0.03%  memcached        [kernel.kallsyms]      [k] __page_set_anon_rmap
     0.03%     0.02%  memcached        [kernel.kallsyms]      [k] copy_page
     0.03%     0.03%  memtier_benchma  libevent-2.1.so.6.0.2  [.] 0x000000000002f8a8
     0.03%     0.03%  memtier_benchma  libc-2.28.so           [.] vfprintf
     0.03%     0.01%  memcached        [kernel.kallsyms]      [k] release_pages
     0.03%     0.02%  memcached        [kernel.kallsyms]      [k] __frontswap_store
     0.03%     0.02%  memcached        [kernel.kallsyms]      [k] __frontswap_load
     0.03%     0.00%  kswapd0          [kernel.kallsyms]      [k] __zs_compact
     0.03%     0.00%  kswapd0          [kernel.kallsyms]      [k] zs_compact
     0.03%     0.00%  kswapd0          [kernel.kallsyms]      [k] zs_shrinker_scan
     0.03%     0.01%  swapper          [kernel.kallsyms]      [k] update_sd_lb_stats.constprop.0
     0.03%     0.02%  kswapd0          [kernel.kallsyms]      [k] xas_create
     0.03%     0.03%  memtier_benchma  libevent-2.1.so.6.0.2  [.] event_changelist_remove_all_
     0.03%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] remove_entity_load_avg
     0.03%     0.03%  memtier_benchma  libevent-2.1.so.6.0.2  [.] 0x000000000002f792
     0.03%     0.03%  swapper          [kernel.kallsyms]      [k] tick_nohz_idle_retain_tick
     0.03%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] rcu_sched_clock_irq
     0.02%     0.02%  memcached        libc-2.28.so           [.] __libc_enable_asynccancel
     0.02%     0.02%  memcached        memcached              [.] 0x000000000001ec54
     0.02%     0.02%  memcached        [kernel.kallsyms]      [k] check_stack_object
     0.02%     0.02%  memcached        memcached              [.] 0x000000000001390a
     0.02%     0.02%  swapper          [kernel.kallsyms]      [k] __list_add_valid
     0.02%     0.02%  memcached        [kernel.kallsyms]      [k] mem_cgroup_id_get_online
     0.02%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] update_irq_load_avg
     0.02%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] update_cfs_rq_h_load
     0.02%     0.02%  memcached        memcached              [.] 0x0000000000013d61
     0.02%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] amd_pmu_wait_on_overflow
     0.02%     0.00%  memcached        [kernel.kallsyms]      [k] _copy_from_user
     0.02%     0.02%  memcached        memcached              [.] 0x0000000000013c83
     0.02%     0.00%  swapper          [kernel.kallsyms]      [k] run_rebalance_domains
     0.02%     0.00%  swapper          [kernel.kallsyms]      [k] update_blocked_averages
     0.02%     0.02%  memcached        memcached              [.] 0x0000000000016e97
     0.02%     0.01%  kswapd0          [kernel.kallsyms]      [k] lru_gen_update_size
     0.02%     0.02%  kswapd0          [kernel.kallsyms]      [k] __mod_node_page_state
     0.02%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] task_tick_fair
     0.02%     0.00%  memcached        [kernel.kallsyms]      [k] sysvec_call_function_single
     0.02%     0.02%  memcached        memcached              [.] 0x0000000000016e64
     0.02%     0.02%  memtier_benchma  memtier_benchmark      [.] _ZN16shard_connection7pop_reqEv
     0.02%     0.02%  memtier_benchma  memtier_benchmark      [.] _Z23benchmark_log_file_lineiPKcjS0_z
     0.02%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] rcu_pending
     0.02%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] ktime_get_coarse_real_ts64
     0.02%     0.02%  memtier_benchma  memtier_benchmark      [.] _ZN9run_stats14roll_cur_statsEP7timeval
     0.02%     0.02%  memcached        [kernel.kallsyms]      [k] update_cfs_rq_h_load
     0.02%     0.02%  swapper          [kernel.kallsyms]      [k] tsc_verify_tsc_adjust
     0.02%     0.00%  memcached        [kernel.kallsyms]      [k] free_unref_page_list
     0.02%     0.00%  memcached        [kernel.kallsyms]      [k] iovec_from_user
     0.02%     0.02%  memcached        [kernel.kallsyms]      [k] __delete_from_swap_cache
     0.02%     0.00%  memcached        [kernel.kallsyms]      [k] rcu_sched_clock_irq
     0.02%     0.01%  memcached        [kernel.kallsyms]      [k] amd_pmu_wait_on_overflow
     0.02%     0.02%  memcached        memcached              [.] 0x000000000001ec5f
     0.02%     0.02%  memcached        [kernel.kallsyms]      [k] maybe_add_creds
     0.02%     0.01%  memcached        [kernel.kallsyms]      [k] futex_wait_setup
     0.02%     0.02%  memcached        memcached              [.] 0x0000000000013c57
     0.02%     0.01%  swapper          [kernel.kallsyms]      [k] irqentry_enter
     0.02%     0.02%  swapper          [kernel.kallsyms]      [k] put_prev_task_idle
     0.02%     0.00%  memcached        [kernel.kallsyms]      [k] rcu_pending
     0.02%     0.02%  memcached        memcached              [.] 0x00000000000093f2
     0.02%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] asm_sysvec_call_function
     0.02%     0.00%  kswapd0          [kernel.kallsyms]      [k] test_clear_page_writeback
     0.02%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] check_cpu_stall
     0.02%     0.00%  kswapd0          [kernel.kallsyms]      [k] __mod_lruvec_state
     0.02%     0.02%  memtier_benchma  libevent-2.1.so.6.0.2  [.] 0x000000000001f1f5
     0.02%     0.00%  kswapd0          [kernel.kallsyms]      [k] migrate_zspage.constprop.0
     0.02%     0.01%  memcached        [kernel.kallsyms]      [k] cgroup_throttle_swaprate
     0.02%     0.02%  memcached        memcached              [.] 0x000000000001ea3e
     0.02%     0.02%  swapper          [kernel.kallsyms]      [k] timer_clear_idle
     0.02%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] cgroup_rstat_updated
     0.02%     0.02%  kswapd0          [kernel.kallsyms]      [k] page_mapping
     0.02%     0.02%  memcached        [kernel.kallsyms]      [k] __x64_sys_read
     0.02%     0.01%  swapper          [kernel.kallsyms]      [k] rcu_idle_exit
     0.02%     0.02%  memtier_benchma  memtier_benchmark      [.] _ZN17protocol_response5clearEv
     0.02%     0.00%  memcached        [kernel.kallsyms]      [k] get_shadow_from_swap_cache
     0.02%     0.00%  memcached        [kernel.kallsyms]      [k] __sysvec_call_function_single
     0.02%     0.02%  memcached        [kernel.kallsyms]      [k] skb_put
     0.02%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] native_smp_send_reschedule
     0.02%     0.02%  kswapd0          [kernel.kallsyms]      [k] _raw_spin_lock_irqsave
     0.02%     0.02%  memcached        memcached              [.] 0x00000000000093e3
     0.02%     0.02%  memtier_benchma  libevent-2.1.so.6.0.2  [.] evbuffer_add
     0.02%     0.00%  kswapd0          [kernel.kallsyms]      [k] scheduler_tick
     0.02%     0.02%  memtier_benchma  libevent-2.1.so.6.0.2  [.] event_del
     0.02%     0.02%  memcached        [vdso]                 [.] 0x00000000000007f1
     0.02%     0.02%  memcached        [kernel.kallsyms]      [k] check_cpu_stall
     0.02%     0.02%  memcached        memcached              [.] 0x0000000000009a23
     0.02%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] maybe_add_creds
     0.02%     0.02%  swapper          [kernel.kallsyms]      [k] __const_udelay
     0.02%     0.02%  memcached        memcached              [.] 0x0000000000016443
     0.02%     0.02%  memcached        memcached              [.] 0x000000000000b3a1
     0.02%     0.02%  memcached        [kernel.kallsyms]      [k] rb_insert_color
     0.02%     0.02%  memtier_benchma  [vdso]                 [.] 0x00000000000008fe
     0.02%     0.00%  memcached        [kernel.kallsyms]      [k] __mod_lruvec_state
     0.02%     0.02%  memcached        [kernel.kallsyms]      [k] native_smp_send_reschedule
     0.02%     0.02%  swapper          [kernel.kallsyms]      [k] local_touch_nmi
     0.02%     0.00%  kswapd0          [kernel.kallsyms]      [k] try_to_free_swap.part.0
     0.02%     0.00%  kswapd0          [kernel.kallsyms]      [k] swap_cgroup_record
     0.02%     0.02%  memcached        [kernel.kallsyms]      [k] irqentry_enter
     0.02%     0.00%  memcached        [kernel.kallsyms]      [k] run_rebalance_domains
     0.02%     0.02%  memcached        memcached              [.] 0x00000000000093cf
     0.02%     0.01%  memcached        [kernel.kallsyms]      [k] __swap_count
     0.02%     0.02%  memcached        [kernel.kallsyms]      [k] rcu_all_qs
     0.02%     0.02%  memcached        memcached              [.] 0x000000000001b894
     0.02%     0.02%  swapper          [kernel.kallsyms]      [k] cpuidle_get_cpu_driver
     0.02%     0.00%  memcached        [kernel.kallsyms]      [k] remove_entity_load_avg
     0.02%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] amd_pmu_addr_offset
     0.02%     0.00%  memcached        [kernel.kallsyms]      [k] xa_load
     0.02%     0.02%  memcached        [kernel.kallsyms]      [k] __mod_node_page_state
     0.02%     0.02%  kswapd0          [kernel.kallsyms]      [k] down_read_trylock
     0.02%     0.02%  memcached        [kernel.kallsyms]      [k] get_swap_device
     0.02%     0.02%  memcached        [kernel.kallsyms]      [k] nohz_newidle_balance
     0.02%     0.00%  memcached        [kernel.kallsyms]      [k] sockfd_lookup_light
     0.02%     0.01%  swapper          [kernel.kallsyms]      [k] update_sg_lb_stats
     0.02%     0.02%  memcached        memcached              [.] 0x0000000000019327
     0.02%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] run_rebalance_domains
     0.02%     0.00%  memcached        [kernel.kallsyms]      [k] update_blocked_averages
     0.02%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] __x86_indirect_thunk_rax
     0.02%     0.00%  memcached        [kernel.kallsyms]      [k] isolate_page
     0.02%     0.02%  memcached        [kernel.kallsyms]      [k] _raw_read_lock
     0.02%     0.02%  memcached        memcached              [.] 0x0000000000004c04
     0.02%     0.02%  memcached        [kernel.kallsyms]      [k] ktime_get_coarse_real_ts64
     0.02%     0.02%  memcached        memcached              [.] 0x00000000000133f7
     0.02%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] rcu_all_qs
     0.02%     0.02%  memtier_benchma  libevent-2.1.so.6.0.2  [.] 0x0000000000021f08
     0.02%     0.01%  swapper          [kernel.kallsyms]      [k] sysvec_reschedule_ipi
     0.02%     0.02%  memcached        [kernel.kallsyms]      [k] __x86_indirect_thunk_rax
     0.02%     0.01%  memcached        [kernel.kallsyms]      [k] skb_unlink
     0.02%     0.02%  memtier_benchma  libc-2.28.so           [.] __strdup
     0.02%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] skb_unlink
     0.02%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] ___slab_alloc
     0.02%     0.02%  memtier_benchma  libevent-2.1.so.6.0.2  [.] 0x0000000000024b5f
     0.02%     0.01%  memcached        [kernel.kallsyms]      [k] do_wp_page
     0.02%     0.02%  memcached        memcached              [.] 0x0000000000013423
     0.02%     0.02%  memcached        [kernel.kallsyms]      [k] mntput
     0.02%     0.02%  memcached        libpthread-2.28.so     [.] __pthread_enable_asynccancel
     0.02%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] update_blocked_averages
     0.02%     0.02%  memtier_benchma  libevent-2.1.so.6.0.2  [.] 0x000000000001f174
     0.02%     0.02%  memtier_benchma  memtier_benchmark      [.] _ZN6client8finishedEv
     0.02%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] error_entry
     0.02%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] skb_put
     0.02%     0.02%  memcached        [kernel.kallsyms]      [k] queued_spin_unlock
     0.02%     0.00%  memcached        [kernel.kallsyms]      [k] __copy_msghdr_from_user
     0.02%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] __bitmap_andnot
     0.02%     0.02%  memtier_benchma  libstdc++.so.6.0.25    [.] _Znwm
     0.02%     0.00%  kswapd0          [kernel.kallsyms]      [k] page_swapcount
     0.02%     0.02%  memcached        [kernel.kallsyms]      [k] update_irq_load_avg
     0.02%     0.02%  memcached        [kernel.kallsyms]      [k] enter_lazy_tlb
     0.02%     0.00%  memcached        [kernel.kallsyms]      [k] __activate_page.part.0
     0.02%     0.01%  memcached        [kernel.kallsyms]      [k] put_pid
     0.02%     0.02%  memcached        [kernel.kallsyms]      [k] lru_gen_eviction
     0.02%     0.02%  memcached        memcached              [.] 0x0000000000008477
     0.02%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] sysvec_call_function
     0.02%     0.02%  memcached        libevent-2.1.so.6.0.2  [.] 0x00000000000102f4
     0.02%     0.01%  swapper          [kernel.kallsyms]      [k] update_rq_clock
     0.02%     0.02%  memcached        memcached              [.] 0x0000000000008631
     0.02%     0.02%  memcached        memcached              [.] 0x000000000001375f
     0.02%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] rb_insert_color
     0.02%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] nohz_newidle_balance
     0.02%     0.02%  memcached        memcached              [.] 0x00000000000139e7
     0.01%     0.00%  swapper          [kernel.kallsyms]      [k] irqentry_exit
     0.01%     0.01%  memcached        libevent-2.1.so.6.0.2  [.] 0x000000000001fa98
     0.01%     0.01%  memcached        memcached              [.] 0x000000000000b38c
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] __radix_tree_lookup
     0.01%     0.01%  kswapd0          [kernel.kallsyms]      [k] kmem_cache_alloc
     0.01%     0.01%  kswapd0          [kernel.kallsyms]      [k] _swap_info_get
     0.01%     0.01%  memtier_benchma  memtier_benchmark      [.] _ZN17one_sec_cmd_stats9update_opEjjjj
     0.01%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] kfree_skbmem
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] __bitmap_and
     0.01%     0.00%  kswapd0          [kernel.kallsyms]      [k] page_remove_rmap
     0.01%     0.01%  memtier_benchma  libevent-2.1.so.6.0.2  [.] bufferevent_run_writecb_
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] __part_start_io_acct
     0.01%     0.01%  swapper          [kernel.kallsyms]      [k] rcu_note_context_switch
     0.01%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] native_apic_mem_write
     0.01%     0.01%  memcached        memcached              [.] 0x000000000002055b
     0.01%     0.01%  memcached        memcached              [.] 0x0000000000020554
     0.01%     0.01%  memcached        memcached              [.] 0x0000000000022338
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] security_socket_recvmsg
     0.01%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] mntput
     0.01%     0.01%  memcached        libpthread-2.28.so     [.] __lll_lock_wait
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] kfree_skbmem
     0.01%     0.01%  memtier_benchma  libevent-2.1.so.6.0.2  [.] 0x000000000002f8a6
     0.01%     0.01%  memtier_benchma  libevent-2.1.so.6.0.2  [.] 0x000000000002f577
     0.01%     0.01%  memcached        memcached              [.] 0x0000000000016eb2
     0.01%     0.00%  memcached        [kernel.kallsyms]      [k] set_next_entity
     0.01%     0.00%  memcached        [kernel.kallsyms]      [k] end_page_writeback
     0.01%     0.01%  swapper          [kernel.kallsyms]      [k] __update_blocked_fair
     0.01%     0.01%  memtier_benchma  libevent-2.1.so.6.0.2  [.] 0x000000000002f770
     0.01%     0.01%  memtier_benchma  libevent-2.1.so.6.0.2  [.] 0x000000000000f904
     0.01%     0.01%  memcached        memcached              [.] 0x000000000001405b
